"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"290435845201911","LN001",2019-11-01,"1-66970795",287901,1,85242.68,80354.51,4888.16
"290435845201911","LN002",2019-11-01,"1-66970795",287992,12,49796.08,46533.12,3262.96
"290435845201911","LN003",2019-11-01,"1-66970795",287993,8,23705.74,19602.12,4103.61
"290435845201911","LN004",2019-11-01,"1-66970795",287922,13,42571.49,34488.24,8083.24
"290435845201911","LN005",2019-11-01,"1-66970795",287912,43,84750.04,84639.43,110.61
"290435845201911","LN006",2019-11-01,"1-66970795",287903,56,32207.73,22114.74,10092.99
"290435845201911","LN007",2019-11-01,"1-66970795",287794,46,80534.33,80279.36,254.97
"290435846201911","LN001",2019-11-02,"1-66970448",287774,39,53957.91,52734.31,1223.6
"290435846201911","LN002",2019-11-02,"1-66970448",287772,40,36061.66,30300.65,5761.01
"290435846201911","LN003",2019-11-02,"1-66970448",287867,13,21005.81,13622.63,7383.17
"290435846201911","LN004",2019-11-02,"1-66970448",287767,47,15937.77,14393.06,1544.7
"290435846201911","LN005",2019-11-02,"1-66970448",287781,45,62719.07,60219.29,2499.77
"290435846201911","LN006",2019-11-02,"1-66970448",287778,67,23335.64,19765.84,3569.8
"290435846201911","LN007",2019-11-02,"1-66970448",287798,4,100685.34,93625.24,7060.09
"290435846201911","LN008",2019-11-02,"1-66970448",287876,35,25026.94,21306.76,3720.18
"290435847201911","LN001",2019-11-04,"1-66970820",287782,42,35550.84,28070.19,7480.64
"290435847201911","LN002",2019-11-04,"1-66970820",287779,56,61832.55,59662.29,2170.25
"290435847201911","LN003",2019-11-04,"1-66970820",287799,36,59217.19,49261.49,9955.69
"290435847201911","LN004",2019-11-04,"1-66970820",287787,9,101485.84,99580.8,1905.04
"290435847201911","LN005",2019-11-04,"1-66970820",287792,53,52245.13,48452.83,3792.29
"290435847201911","LN006",2019-11-04,"1-66970820",287802,72,85098.57,75835.02,9263.55
"290435848201911","LN001",2019-11-05,"1-66970552",287924,7,40335.26,37138.88,3196.37
"290435848201911","LN002",2019-11-05,"1-66970552",287901,71,53266.72,44551.51,8715.2
"290435848201911","LN003",2019-11-05,"1-66970552",287992,14,9825.19,3307.28,6517.91
"290435848201911","LN004",2019-11-05,"1-66970552",287993,35,86688.16,80880.02,5808.13
"290435848201911","LN005",2019-11-05,"1-66970552",287922,1,98397.97,94650.65,3747.31
"290435848201911","LN006",2019-11-05,"1-66970552",287912,11,45401.79,43609.44,1792.35
"290435849201911","LN001",2019-11-06,"1-66970461",287903,49,67836.07,59897.14,7938.93
"290435849201911","LN002",2019-11-06,"1-66970461",287794,66,82832.19,73484.86,9347.32
"290435849201911","LN003",2019-11-06,"1-66970461",287774,1,49768.1,43335.94,6432.16
"290435849201911","LN004",2019-11-06,"1-66970461",287772,42,14802.91,4972.48,9830.42
"290435849201911","LN005",2019-11-06,"1-66970461",287867,28,10842.43,6888.34,3954.09
"290435849201911","LN006",2019-11-06,"1-66970461",287767,5,31724.42,30262.36,1462.05
"290435850201911","LN001",2019-11-07,"1-66970524",287781,21,36149.53,32166.58,3982.95
"290435850201911","LN002",2019-11-07,"1-66970524",287778,54,20457.69,13750.48,6707.21
"290435850201911","LN003",2019-11-07,"1-66970524",287798,36,74652.9,73988.1,664.79
