"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"290435789201910","LN001",2019-10-01,"1-66970618",287843,72,4651.59,2898.33,1753.25
"290435789201910","LN002",2019-10-01,"1-66970618",287821,33,83894.12,76544.22,7349.9
"290435789201910","LN003",2019-10-01,"1-66970618",287811,20,99239.34,89759.24,9480.1
"290435789201910","LN004",2019-10-01,"1-66970618",287879,38,88243.26,83686.72,4556.54
"290435789201910","LN005",2019-10-01,"1-66970618",287749,43,8666.19,5204.4,3461.79
"290435789201910","LN006",2019-10-01,"1-66970618",287849,27,81387.68,72922.33,8465.34
"290435789201910","LN007",2019-10-01,"1-66970618",287892,17,28764.86,19525.95,9238.91
"290435790201910","LN001",2019-10-02,"1-66970582",287711,49,51599.97,50660.12,939.84
"290435790201910","LN002",2019-10-02,"1-66970582",288004,36,30956.27,24809.39,6146.88
"290435790201910","LN003",2019-10-02,"1-66970582",287917,15,10464.59,6271.34,4193.24
"290435790201910","LN004",2019-10-02,"1-66970582",287907,67,52009.56,49628.19,2381.36
"290435790201910","LN005",2019-10-02,"1-66970582",287927,73,97520.64,89010.6,8510.04
"290435790201910","LN006",2019-10-02,"1-66970582",287897,50,25233.43,18352.6,6880.82
"290435790201910","LN007",2019-10-02,"1-66970582",287977,30,75550.37,65806.43,9743.94
"290435790201910","LN008",2019-10-02,"1-66970582",287944,11,3767.69,1305.29,2462.4
"290435791201910","LN001",2019-10-03,"1-66970583",287966,57,47650.24,46954.54,695.7
"290435791201910","LN002",2019-10-03,"1-66970583",287933,61,39368.89,33733.62,5635.26
"290435791201910","LN003",2019-10-03,"1-66970583",287955,52,106993.17,98496.49,8496.67
"290435791201910","LN004",2019-10-03,"1-66970583",287951,44,34151.95,29973.07,4178.88
"290435791201910","LN005",2019-10-03,"1-66970583",287921,30,100387.57,91305.26,9082.3
"290435791201910","LN006",2019-10-03,"1-66970583",287911,5,47937.09,38263.89,9673.19
"290435792201910","LN001",2019-10-06,"1-66970387",287843,65,49235.04,48380.36,854.67
"290435792201910","LN002",2019-10-06,"1-66970387",287821,32,54142.37,44577.61,9564.76
"290435792201910","LN003",2019-10-06,"1-66970387",287811,60,12100.18,3774.67,8325.5
"290435792201910","LN004",2019-10-06,"1-66970387",287879,58,36979.01,34806.65,2172.35
"290435792201910","LN005",2019-10-06,"1-66970387",287749,67,80785.58,74084.89,6700.68
"290435792201910","LN006",2019-10-06,"1-66970387",287849,27,99760.86,95686.74,4074.11
"290435793201910","LN001",2019-10-07,"1-66970444",287892,4,19412.33,17655.16,1757.16
"290435793201910","LN002",2019-10-07,"1-66970444",287711,55,85969.58,81177.06,4792.51
"290435793201910","LN003",2019-10-07,"1-66970444",288004,66,33768.59,24912.07,8856.52
"290435793201910","LN004",2019-10-07,"1-66970444",287917,11,40557.59,38544.02,2013.57
"290435793201910","LN005",2019-10-07,"1-66970444",287907,67,13426.9,6539.28,6887.61
"290435793201910","LN006",2019-10-07,"1-66970444",287927,23,83443.2,76616.8,6826.4
"290435794201910","LN001",2019-10-08,"1-66970735",287897,72,39182.73,37426.53,1756.2
"290435794201910","LN002",2019-10-08,"1-66970735",287977,26,61582.99,60128.24,1454.75
"290435794201910","LN003",2019-10-08,"1-66970735",287944,2,28337.2,19859.95,8477.25
"290435794201910","LN004",2019-10-08,"1-66970735",287966,46,55458.25,49299.41,6158.83
"290435795201910","LN001",2019-10-09,"1-66970377",287933,56,29500.16,25912.52,3587.64
"290435795201910","LN002",2019-10-09,"1-66970377",287955,23,66178.54,56152.35,10026.19
"290435795201910","LN003",2019-10-09,"1-66970377",287951,3,83413.98,77908.48,5505.5
"290435795201910","LN004",2019-10-09,"1-66970377",287921,26,66511.46,56419.3,10092.16
"290435795201910","LN005",2019-10-09,"1-66970377",287911,53,99098.99,92708.7,6390.29
"290435795201910","LN006",2019-10-09,"1-66970377",287843,5,76461.75,73178.42,3283.33
"290435795201910","LN007",2019-10-09,"1-66970377",287821,65,18320.72,13147.11,5173.6
"290435795201910","LN008",2019-10-09,"1-66970377",287811,74,51923,43010.29,8912.71
"290435796201910","LN001",2019-10-10,"1-66970486",287879,10,22191.02,13373.83,8817.19
"290435796201910","LN002",2019-10-10,"1-66970486",287749,73,42628.17,41588.3,1039.87
"290435796201910","LN003",2019-10-10,"1-66970486",287849,63,103426.11,98878.53,4547.57
"290435796201910","LN004",2019-10-10,"1-66970486",287892,26,71800.62,67882.42,3918.19
"290435796201910","LN005",2019-10-10,"1-66970486",287711,43,33126.38,27359.2,5767.18
"290435796201910","LN006",2019-10-10,"1-66970486",288004,24,100067.74,96261.21,3806.53
"290435796201910","LN007",2019-10-10,"1-66970486",287917,48,94843.78,89880.88,4962.89
"290435797201910","LN001",2019-10-13,"1-66970396",287907,4,21917.09,21628.54,288.55
"290435797201910","LN002",2019-10-13,"1-66970396",287927,10,76874,73126.1,3747.9
"290435797201910","LN003",2019-10-13,"1-66970396",287897,8,33115.61,27548.37,5567.23
"290435797201910","LN004",2019-10-13,"1-66970396",287977,71,76255.98,71797.01,4458.96
"290435797201910","LN005",2019-10-13,"1-66970396",287944,14,98776.39,94705.3,4071.08
"290435797201910","LN006",2019-10-13,"1-66970396",287966,64,99816.95,99116.93,700.02
"290435797201910","LN007",2019-10-13,"1-66970396",287933,42,79084.93,73326.44,5758.49
"290435797201910","LN008",2019-10-13,"1-66970396",287955,39,10634.54,8192.57,2441.96
"290435797201910","LN009",2019-10-13,"1-66970396",287951,72,36811.77,30081.03,6730.73
"290435798201910","LN001",2019-10-14,"1-66970587",287921,64,18575.38,17396.6,1178.78
"290435798201910","LN002",2019-10-14,"1-66970587",287911,43,72142.17,67738.65,4403.52
"290435798201910","LN003",2019-10-14,"1-66970587",287843,8,64162.29,58007.36,6154.92
"290435798201910","LN004",2019-10-14,"1-66970587",287821,48,97012.31,95088.7,1923.6
"290435798201910","LN005",2019-10-14,"1-66970587",287811,64,50065.98,40545.15,9520.82
"290435798201910","LN006",2019-10-14,"1-66970587",287879,50,40438.76,34183.41,6255.35
"290435798201910","LN007",2019-10-14,"1-66970587",287749,67,78279.69,68798.77,9480.91
"290435799201910","LN001",2019-10-15,"1-66970771",287849,28,35767.56,25781.43,9986.12
"290435799201910","LN002",2019-10-15,"1-66970771",287892,55,93181.2,89029.36,4151.83
"290435799201910","LN003",2019-10-15,"1-66970771",287711,70,22603.6,14940.24,7663.36
"290435799201910","LN004",2019-10-15,"1-66970771",288004,35,31452.53,21651.21,9801.31
"290435799201910","LN005",2019-10-15,"1-66970771",287917,63,64402.9,58779.02,5623.87
"290435799201910","LN006",2019-10-15,"1-66970771",287907,32,44534.1,39057.55,5476.54
"290435799201910","LN007",2019-10-15,"1-66970771",287927,55,56606.5,50890.54,5715.96
"290435799201910","LN008",2019-10-15,"1-66970771",287897,11,29935.72,29676.02,259.7
"290435799201910","LN009",2019-10-15,"1-66970771",287977,59,88520.08,84088.72,4431.35
"290435800201910","LN001",2019-10-16,"1-66970818",287944,45,76646.97,70316.56,6330.41
"290435800201910","LN002",2019-10-16,"1-66970818",287966,31,55567.25,54021.85,1545.4
"290435800201910","LN003",2019-10-16,"1-66970818",287933,48,34053.32,28228.46,5824.85
"290435800201910","LN004",2019-10-16,"1-66970818",287955,49,9750.76,7441.57,2309.18
"290435800201910","LN005",2019-10-16,"1-66970818",287951,59,99402.14,97343.08,2059.06
"290435801201910","LN001",2019-10-17,"1-66970340",287921,11,33098.55,32787.58,310.96
"290435801201910","LN002",2019-10-17,"1-66970340",287911,34,53736.73,44351.34,9385.38
"290435801201910","LN003",2019-10-17,"1-66970340",287843,23,59803.42,54107.14,5696.27
"290435801201910","LN004",2019-10-17,"1-66970340",287821,41,39397.32,38213.33,1183.99
"290435801201910","LN005",2019-10-17,"1-66970340",287811,64,43326.48,33914.27,9412.21
"290435801201910","LN006",2019-10-17,"1-66970340",287879,53,96546.43,96254.58,291.85
"290435801201910","LN007",2019-10-17,"1-66970340",287749,73,59975.82,51262.4,8713.42
"290435802201910","LN001",2019-10-20,"1-66970596",287849,14,53552.48,47543.02,6009.46
"290435802201910","LN002",2019-10-20,"1-66970596",287892,37,80558.18,75555.46,5002.71
"290435802201910","LN003",2019-10-20,"1-66970596",287711,74,106365.74,99771.24,6594.49
"290435802201910","LN004",2019-10-20,"1-66970596",288004,25,76661.49,72014.82,4646.67
"290435802201910","LN005",2019-10-20,"1-66970596",287917,26,31130.32,23252.16,7878.15
"290435802201910","LN006",2019-10-20,"1-66970596",287907,5,96627.07,95239.18,1387.89
"290435802201910","LN007",2019-10-20,"1-66970596",287927,47,12151.7,2682.1,9469.59
"290435803201910","LN001",2019-10-21,"1-66970742",287897,32,16036.44,7252.97,8783.46
"290435803201910","LN002",2019-10-21,"1-66970742",287977,4,11635.61,10726.68,908.93
"290435803201910","LN003",2019-10-21,"1-66970742",287944,19,49293.63,39340.68,9952.95
"290435803201910","LN004",2019-10-21,"1-66970742",287966,60,42769.5,41125.18,1644.31
"290435803201910","LN005",2019-10-21,"1-66970742",287933,39,47212.7,40528.07,6684.62
"290435803201910","LN006",2019-10-21,"1-66970742",287955,2,6464.64,4486.83,1977.8
"290435803201910","LN007",2019-10-21,"1-66970742",287951,19,28968.48,24450.38,4518.1
"290435804201910","LN001",2019-10-22,"1-66970368",287921,14,98314.9,90481.12,7833.77
"290435804201910","LN002",2019-10-22,"1-66970368",287911,44,98531.26,91018.7,7512.56
"290435804201910","LN003",2019-10-22,"1-66970368",287843,51,67273.72,59109,8164.71
"290435804201910","LN004",2019-10-22,"1-66970368",287821,18,23559.9,15482.77,8077.12
"290435804201910","LN005",2019-10-22,"1-66970368",287811,17,67516.38,59968.85,7547.53
"290435804201910","LN006",2019-10-22,"1-66970368",287879,59,14888.79,5050.66,9838.13
"290435805201910","LN001",2019-10-23,"1-66970540",287749,51,84939.34,80259.72,4679.62
"290435805201910","LN002",2019-10-23,"1-66970540",287849,40,85847.43,84779.21,1068.21
"290435805201910","LN003",2019-10-23,"1-66970540",287892,71,63519.93,55198.21,8321.71
"290435805201910","LN004",2019-10-23,"1-66970540",287711,37,14781.92,14369.6,412.31
"290435805201910","LN005",2019-10-23,"1-66970540",288004,35,44918.87,39899.23,5019.64
"290435805201910","LN006",2019-10-23,"1-66970540",287917,27,95297.22,94903.35,393.87
"290435806201910","LN001",2019-10-24,"1-66970675",287907,38,59824.13,58934.24,889.88
"290435806201910","LN002",2019-10-24,"1-66970675",287927,23,65231.05,57232.73,7998.31
"290435806201910","LN003",2019-10-24,"1-66970675",287897,9,80478.41,73452.84,7025.57
"290435806201910","LN004",2019-10-24,"1-66970675",287977,52,55685.86,52733.87,2951.98
"290435806201910","LN005",2019-10-24,"1-66970675",287944,10,75526.19,67479.77,8046.41
"290435806201910","LN006",2019-10-24,"1-66970675",287966,61,40038.64,33081.58,6957.05
"290435806201910","LN007",2019-10-24,"1-66970675",287933,51,61418.98,54882.5,6536.47
"290435807201910","LN001",2019-10-27,"1-66970499",287955,59,56398.68,55798.5,600.18
"290435807201910","LN002",2019-10-27,"1-66970499",287951,44,5364.09,4727.95,636.14
"290435807201910","LN003",2019-10-27,"1-66970499",287921,2,102926.64,99258.18,3668.45
"290435807201910","LN004",2019-10-27,"1-66970499",287911,30,56686.69,50954.35,5732.34
"290435807201910","LN005",2019-10-27,"1-66970499",287843,29,68561.13,65422.82,3138.31
"290435807201910","LN006",2019-10-27,"1-66970499",287821,13,92539.06,85534.89,7004.17
"290435808201910","LN001",2019-10-28,"1-66970648",287811,27,40501.89,33774.51,6727.37
"290435808201910","LN002",2019-10-28,"1-66970648",287879,48,86040.75,78410.69,7630.06
"290435808201910","LN003",2019-10-28,"1-66970648",287749,66,46571.06,43967.62,2603.44
"290435808201910","LN004",2019-10-28,"1-66970648",287849,49,40031.93,34500.02,5531.91
"290435808201910","LN005",2019-10-28,"1-66970648",287892,27,94981.01,89908.89,5072.11
"290435808201910","LN006",2019-10-28,"1-66970648",287711,55,93140.09,89511.97,3628.12
"290435809201910","LN001",2019-10-29,"1-66970825",288004,33,36164.8,33728.72,2436.07
"290435809201910","LN002",2019-10-29,"1-66970825",287917,4,58153.41,51654.51,6498.9
"290435809201910","LN003",2019-10-29,"1-66970825",287907,11,13362.25,10568.84,2793.4
"290435809201910","LN004",2019-10-29,"1-66970825",287927,75,20914.75,19688.11,1226.64
"290435809201910","LN005",2019-10-29,"1-66970825",287897,63,27378.55,17920.45,9458.1
"290435809201910","LN006",2019-10-29,"1-66970825",287977,28,93270.01,89506.49,3763.51
"290435809201910","LN007",2019-10-29,"1-66970825",287944,55,61099.9,53781.12,7318.78
"290435809201910","LN008",2019-10-29,"1-66970825",287966,73,28287.1,26033.07,2254.02
"290435809201910","LN009",2019-10-29,"1-66970825",287933,14,60031.3,55465.56,4565.73
"290435809201910","LN010",2019-10-29,"1-66970825",287955,32,12020.55,9135.28,2885.27
"290435810201910","LN001",2019-10-30,"1-66970367",287951,11,61775.43,56331.25,5444.18
"290435810201910","LN002",2019-10-30,"1-66970367",287921,32,28700.69,22724.26,5976.43
"290435810201910","LN003",2019-10-30,"1-66970367",287911,43,27989.07,26600.64,1388.42
"290435810201910","LN004",2019-10-30,"1-66970367",287843,6,98684.19,94854.62,3829.57
"290435810201910","LN005",2019-10-30,"1-66970367",287821,36,92044.1,91592.84,451.26
"290435810201910","LN006",2019-10-30,"1-66970367",287811,27,92350.77,86165.06,6185.71
"290435810201910","LN007",2019-10-30,"1-66970367",287879,31,75135.06,69119.65,6015.41
"290435810201910","LN008",2019-10-30,"1-66970367",287749,55,45564.61,41044.67,4519.94
"290435810201910","LN009",2019-10-30,"1-66970367",287849,9,58346.54,58092.4,254.14
"290435810201910","LN010",2019-10-30,"1-66970367",287892,10,15791.82,6146.42,9645.4
"290435811201910","LN001",2019-10-31,"1-66970390",287711,3,94790.95,91504.34,3286.6
"290435811201910","LN002",2019-10-31,"1-66970390",288004,27,73587.81,70053.53,3534.28
"290435811201910","LN003",2019-10-31,"1-66970390",287917,72,15693.14,15419.38,273.76
"290435811201910","LN004",2019-10-31,"1-66970390",287907,10,29132.66,21115.66,8016.99
"290435811201910","LN005",2019-10-31,"1-66970390",287927,41,96363.37,89869.5,6493.86
"290435811201910","LN006",2019-10-31,"1-66970390",287897,57,56193.85,46839.88,9353.96
"290435811201910","LN007",2019-10-31,"1-66970390",287977,9,90982.18,90798.36,183.81
"290435811201910","LN008",2019-10-31,"1-66970390",287944,49,81521.22,76144.3,5376.91
"290435811201910","LN009",2019-10-31,"1-66970390",287966,4,55587.39,53135.67,2451.71
"290435811201910","LN010",2019-10-31,"1-66970390",287933,19,93008.15,87545.84,5462.3
"290435811201910","LN011",2019-10-31,"1-66970390",287955,49,49652.3,40211.51,9440.78
"290435811201910","LN012",2019-10-31,"1-66970390",287951,41,42004.72,41169.26,835.46
"290435811201910","LN013",2019-10-31,"1-66970390",287921,40,79446.66,78995.54,451.12
"290435811201910","LN014",2019-10-31,"1-66970390",287911,5,79891.72,76095.22,3796.5
"290435818201910","LN001",2019-10-01,"1-66970618",287843,58,86973.84,82689.34,4284.5
"290435818201910","LN002",2019-10-01,"1-66970618",287821,57,28569.58,19829.85,8739.72
"290435818201910","LN003",2019-10-01,"1-66970618",287811,47,68879.99,64304.05,4575.93
"290435818201910","LN004",2019-10-01,"1-66970618",287879,49,75582.66,69151.54,6431.12
"290435818201910","LN005",2019-10-01,"1-66970618",287749,1,58549.57,51570.33,6979.23
"290435818201910","LN006",2019-10-01,"1-66970618",287849,48,61385.09,60457.8,927.28
"290435818201910","LN007",2019-10-01,"1-66970618",287892,16,30341.47,22138.03,8203.44
"290435819201910","LN001",2019-10-02,"1-66970582",287711,13,102937.97,99145.77,3792.2
"290435819201910","LN002",2019-10-02,"1-66970582",288004,45,78039.11,72703.33,5335.77
"290435819201910","LN003",2019-10-02,"1-66970582",287917,36,5700.88,5146.86,554.01
"290435819201910","LN004",2019-10-02,"1-66970582",287907,11,109130.57,99106.08,10024.48
"290435819201910","LN005",2019-10-02,"1-66970582",287927,1,79553.94,78228.09,1325.84
"290435819201910","LN006",2019-10-02,"1-66970582",287897,67,96642.28,96113.29,528.99
"290435819201910","LN007",2019-10-02,"1-66970582",287977,43,100131.5,94806.93,5324.57
"290435819201910","LN008",2019-10-02,"1-66970582",287944,20,61936.14,54976.49,6959.65
"290435820201910","LN001",2019-10-03,"1-66970583",287966,26,67608.42,66431.76,1176.66
"290435820201910","LN002",2019-10-03,"1-66970583",287933,60,23254.61,21667.88,1586.72
"290435820201910","LN003",2019-10-03,"1-66970583",287955,52,39015.63,33567.03,5448.59
"290435820201910","LN004",2019-10-03,"1-66970583",287951,49,105485.47,96575.86,8909.61
"290435820201910","LN005",2019-10-03,"1-66970583",287921,37,17521.71,17084.22,437.49
"290435820201910","LN006",2019-10-03,"1-66970583",287911,43,95065.32,94645.82,419.5
"290435821201910","LN001",2019-10-06,"1-66970387",287843,27,49914.23,41555.29,8358.94
"290435821201910","LN002",2019-10-06,"1-66970387",287821,75,41881.92,36027.49,5854.42
"290435821201910","LN003",2019-10-06,"1-66970387",287811,74,86032.76,77263.45,8769.3
"290435821201910","LN004",2019-10-06,"1-66970387",287879,16,50616.01,41335.15,9280.86
"290435821201910","LN005",2019-10-06,"1-66970387",287749,36,50487.78,42814.23,7673.54
"290435821201910","LN006",2019-10-06,"1-66970387",287849,45,65626.06,65312.09,313.97
"290435822201910","LN001",2019-10-07,"1-66970444",287892,38,6715.93,6016.21,699.72
"290435822201910","LN002",2019-10-07,"1-66970444",287711,37,89377.2,88414.96,962.23
