"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"2904354120205","LN001",2020-05-01,"1-66970731",287881,54,19436.84,17767.54,1669.3
"2904354120205","LN002",2020-05-01,"1-66970731",287982,37,86698.34,78543.94,8154.39
"2904354120205","LN003",2020-05-01,"1-66970731",287850,45,95529.71,92257.84,3271.86
"2904354120205","LN004",2020-05-01,"1-66970731",287983,13,45918.45,36735.94,9182.5
"2904354120205","LN005",2020-05-01,"1-66970731",287976,22,21555.16,15051.82,6503.34
"2904354120205","LN006",2020-05-01,"1-66970731",287943,5,37087.56,36970.77,116.78
"2904354120205","LN007",2020-05-01,"1-66970731",287965,13,13436.19,10776.95,2659.24
"2904354220205","LN001",2020-05-02,"1-66970733",287932,71,44441.41,34989.93,9451.48
"2904354220205","LN002",2020-05-02,"1-66970733",287954,39,96445.5,92477.96,3967.53
"2904354220205","LN003",2020-05-02,"1-66970733",287940,51,15602.43,10813.26,4789.16
"2904354220205","LN004",2020-05-02,"1-66970733",287863,16,32581.13,27527.48,5053.65
"2904354220205","LN005",2020-05-02,"1-66970733",287735,68,85820.8,78764.99,7055.81
"2904354220205","LN006",2020-05-02,"1-66970733",287699,68,56220.6,54596.64,1623.95
"2904354220205","LN007",2020-05-02,"1-66970733",287724,22,43343.18,39611.84,3731.33
"2904354220205","LN008",2020-05-02,"1-66970733",287763,17,26027.41,16606.73,9420.68
"2904354320205","LN001",2020-05-05,"1-66970728",287859,65,18144.17,17627.23,516.94
"2904354320205","LN002",2020-05-05,"1-66970728",287805,31,23951.06,22555.9,1395.15
"2904354320205","LN003",2020-05-05,"1-66970728",287950,66,39947.93,36767.64,3180.28
"2904354320205","LN004",2020-05-05,"1-66970728",287972,49,51348.48,43579.76,7768.72
"2904354320205","LN005",2020-05-05,"1-66970728",287939,26,75585.73,72385.84,3199.88
"2904354320205","LN006",2020-05-05,"1-66970728",287961,43,79095.76,78532.69,563.06
"2904354420205","LN001",2020-05-06,"1-66970732",287809,62,40185.87,40011.09,174.77
"2904354420205","LN002",2020-05-06,"1-66970732",287981,9,10878.99,7216.73,3662.26
"2904354420205","LN003",2020-05-06,"1-66970732",287948,8,55575.26,53809.44,1765.82
"2904354420205","LN004",2020-05-06,"1-66970732",287970,13,74693.23,66303.5,8389.72
"2904354420205","LN005",2020-05-06,"1-66970732",287881,28,4302.58,2370.13,1932.44
"2904354420205","LN006",2020-05-06,"1-66970732",287982,13,44111.65,36449.85,7661.79
"2904354520205","LN001",2020-05-07,"1-66970730",287850,27,31773.49,24548.29,7225.19
"2904354520205","LN002",2020-05-07,"1-66970730",287983,63,21429.25,18040.26,3388.99
"2904354520205","LN003",2020-05-07,"1-66970730",287976,39,90371.78,87529.58,2842.2
"2904354520205","LN004",2020-05-07,"1-66970730",287943,32,102424,93701.71,8722.28
"2904354520205","LN005",2020-05-07,"1-66970730",287965,50,65482.3,58295.88,7186.42
"2904354520205","LN006",2020-05-07,"1-66970730",287932,35,82872.26,78719.02,4153.23
"2904354620205","LN001",2020-05-08,"1-66970729",287954,15,31230.47,30324.43,906.03
"2904354620205","LN002",2020-05-08,"1-66970729",287940,29,38731.27,33849.03,4882.24
"2904354620205","LN003",2020-05-08,"1-66970729",287863,45,34270.73,32967.26,1303.47
"2904354620205","LN004",2020-05-08,"1-66970729",287735,66,49352.88,47353.29,1999.59
"2904354720205","LN001",2020-05-09,"1-66970826",287699,23,50902.15,47705.61,3196.53
"2904354720205","LN002",2020-05-09,"1-66970826",287724,21,39169.35,35520.56,3648.78
"2904354720205","LN003",2020-05-09,"1-66970826",287763,57,86640.36,79022.8,7617.56
"2904354720205","LN004",2020-05-09,"1-66970826",287859,50,70696.61,69370.5,1326.1
"2904354720205","LN005",2020-05-09,"1-66970826",287805,56,70361.47,67135.03,3226.43
"2904354720205","LN006",2020-05-09,"1-66970826",287950,38,66196.72,63001.45,3195.27
"2904354720205","LN007",2020-05-09,"1-66970826",287972,12,8156.45,4976.95,3179.5
"2904354720205","LN008",2020-05-09,"1-66970826",287939,26,4970.96,3376.01,1594.95
"2904354820205","LN001",2020-05-12,"1-66970761",287961,42,21966.45,19056.99,2909.46
"2904354820205","LN002",2020-05-12,"1-66970761",287809,66,91153.19,82724.05,8429.14
"2904354820205","LN003",2020-05-12,"1-66970761",287981,63,87615.41,78436.62,9178.79
"2904354820205","LN004",2020-05-12,"1-66970761",287948,34,52190.25,49475.56,2714.69
"2904354820205","LN005",2020-05-12,"1-66970761",287970,7,95913.12,92770.88,3142.24
"2904354820205","LN006",2020-05-12,"1-66970761",287881,59,64271.87,62263.32,2008.54
"2904354820205","LN007",2020-05-12,"1-66970761",287982,75,38632.04,28937.55,9694.48
"2904354920205","LN001",2020-05-13,"1-66970667",287850,67,55627.05,47331.28,8295.77
"2904354920205","LN002",2020-05-13,"1-66970667",287983,70,99764.65,95859.62,3905.03
"2904354920205","LN003",2020-05-13,"1-66970667",287976,13,13034.28,4937,8097.27
"2904354920205","LN004",2020-05-13,"1-66970667",287943,66,35785.12,30327.62,5457.5
"2904354920205","LN005",2020-05-13,"1-66970667",287965,71,57827.1,49368.63,8458.47
"2904354920205","LN006",2020-05-13,"1-66970667",287932,43,103599.6,93850.33,9749.26
"2904354920205","LN007",2020-05-13,"1-66970667",287954,24,3065.68,2199.87,865.81
"2904354920205","LN008",2020-05-13,"1-66970667",287940,62,20610.13,10913.11,9697.01
"2904354920205","LN009",2020-05-13,"1-66970667",287863,38,30894.64,26860.87,4033.76
"2904355020205","LN001",2020-05-14,"1-66970489",287735,60,9026.51,6622.63,2403.88
"2904355020205","LN002",2020-05-14,"1-66970489",287699,30,74766.07,66109.98,8656.09
"2904355020205","LN003",2020-05-14,"1-66970489",287724,17,103810.13,94524.73,9285.4
"2904355020205","LN004",2020-05-14,"1-66970489",287763,44,73708.46,66948.14,6760.31
"2904355020205","LN005",2020-05-14,"1-66970489",287859,68,9650.68,6319.79,3330.89
"2904355020205","LN006",2020-05-14,"1-66970489",287805,67,21252.49,18399.4,2853.08
"2904355020205","LN007",2020-05-14,"1-66970489",287950,65,7847.78,4023.82,3823.96
"2904355120205","LN001",2020-05-15,"1-66970586",287972,46,26099.27,24145.18,1954.09
"2904355120205","LN002",2020-05-15,"1-66970586",287939,1,45852.4,37960.4,7891.99
"2904355120205","LN003",2020-05-15,"1-66970586",287961,35,98733.33,89204.57,9528.76
"2904355120205","LN004",2020-05-15,"1-66970586",287809,49,16042.83,7889.31,8153.51
"2904355120205","LN005",2020-05-15,"1-66970586",287981,31,19105.49,14606.74,4498.75
"2904355120205","LN006",2020-05-15,"1-66970586",287948,67,48293.49,43340.7,4952.78
"2904355120205","LN007",2020-05-15,"1-66970586",287970,56,88508.37,79699.71,8808.66
"2904355120205","LN008",2020-05-15,"1-66970586",287881,12,95710.71,92873.17,2837.53
"2904355120205","LN009",2020-05-15,"1-66970586",287982,54,8018.87,1619.41,6399.45
"2904355220205","LN001",2020-05-16,"1-66970593",287850,31,89599.05,86479.09,3119.96
"2904355220205","LN002",2020-05-16,"1-66970593",287983,29,77572.79,70948.36,6624.43
"2904355220205","LN003",2020-05-16,"1-66970593",287976,67,35470.69,28785.32,6685.36
"2904355220205","LN004",2020-05-16,"1-66970593",287943,59,79755.36,70514.47,9240.88
"2904355220205","LN005",2020-05-16,"1-66970593",287965,67,98954.74,92343.98,6610.75
"2904355320205","LN001",2020-05-19,"1-66970413",287932,49,56918.54,54763.29,2155.25
"2904355320205","LN002",2020-05-19,"1-66970413",287954,48,99117.06,91404.42,7712.63
"2904355320205","LN003",2020-05-19,"1-66970413",287940,26,70758.34,66390.95,4367.38
"2904355320205","LN004",2020-05-19,"1-66970413",287863,52,65662.23,63064.47,2597.76
"2904355320205","LN005",2020-05-19,"1-66970413",287735,58,73392.86,66099.19,7293.66
"2904355320205","LN006",2020-05-19,"1-66970413",287699,16,88848.81,79422.64,9426.16
"2904355320205","LN007",2020-05-19,"1-66970413",287724,34,73564.88,72498.48,1066.4
"2904355420205","LN001",2020-05-20,"1-66970669",287763,16,77396.92,73811.8,3585.11
"2904355420205","LN002",2020-05-20,"1-66970669",287859,43,73225.81,73117.15,108.65
"2904355420205","LN003",2020-05-20,"1-66970669",287805,71,74362.24,64575.78,9786.45
"2904355420205","LN004",2020-05-20,"1-66970669",287950,3,88557.28,83085.76,5471.52
"2904355420205","LN005",2020-05-20,"1-66970669",287972,14,27266.95,17391.63,9875.32
"2904355420205","LN006",2020-05-20,"1-66970669",287939,12,24898.77,15799.94,9098.83
"2904355420205","LN007",2020-05-20,"1-66970669",287961,68,18964.98,10686.75,8278.22
"2904355520205","LN001",2020-05-21,"1-66970709",287809,48,19071.65,15293.32,3778.33
"2904355520205","LN002",2020-05-21,"1-66970709",287981,23,30728.43,27078.36,3650.07
"2904355520205","LN003",2020-05-21,"1-66970709",287948,34,51995.8,42614.39,9381.41
"2904355520205","LN004",2020-05-21,"1-66970709",287970,11,51592.13,45833.7,5758.43
"2904355520205","LN005",2020-05-21,"1-66970709",287881,57,50982.22,46987.82,3994.4
"2904355520205","LN006",2020-05-21,"1-66970709",287982,71,68455.21,67008.3,1446.9
"2904355520205","LN007",2020-05-21,"1-66970709",287850,67,14020.22,6952.74,7067.47
"2904355620205","LN001",2020-05-22,"1-66970688",287983,2,23994.02,23160.68,833.34
"2904355620205","LN002",2020-05-22,"1-66970688",287976,17,44110.06,42633.51,1476.54
