"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"290435900201912","LN001",2019-12-01,"1-66970724",287915,23,25678.84,24967.78,711.06
"290435900201912","LN002",2019-12-01,"1-66970724",287905,58,83005.82,77225.18,5780.63
"290435900201912","LN003",2019-12-01,"1-66970724",287994,22,15903.08,8189.57,7713.51
"290435900201912","LN004",2019-12-01,"1-66970724",287918,11,22034.23,15535.95,6498.27
"290435900201912","LN005",2019-12-01,"1-66970724",287908,53,71275.81,63745.77,7530.03
"290435900201912","LN006",2019-12-01,"1-66970724",287898,10,11176.01,2759.05,8416.95
"290435900201912","LN007",2019-12-01,"1-66970724",288002,58,71013.34,61749.23,9264.11
"290435901201912","LN001",2019-12-02,"1-66970495",287996,30,99492.08,96763.75,2728.32
"290435901201912","LN002",2019-12-02,"1-66970495",287865,26,101769.11,95727.95,6041.15
"290435901201912","LN003",2019-12-02,"1-66970495",287737,69,35601.1,33136.27,2464.82
"290435901201912","LN004",2019-12-02,"1-66970495",287702,73,75756.81,69991.91,5764.9
"290435901201912","LN005",2019-12-02,"1-66970495",287726,75,24227.58,15262.83,8964.74
"290435901201912","LN006",2019-12-02,"1-66970495",287765,14,51621.56,45783.75,5837.8
"290435901201912","LN007",2019-12-02,"1-66970495",287880,34,80937.72,78577.47,2360.24
"290435901201912","LN008",2019-12-02,"1-66970495",287978,21,20427.08,19529.91,897.17
"290435902201912","LN001",2019-12-03,"1-66970591",287945,74,87145.9,77927.34,9218.56
"290435902201912","LN002",2019-12-03,"1-66970591",287967,32,14548.93,6141,8407.92
"290435902201912","LN003",2019-12-03,"1-66970591",287934,74,88951.63,85534.14,3417.49
"290435902201912","LN004",2019-12-03,"1-66970591",287956,54,92407.93,84301,8106.92
"290435902201912","LN005",2019-12-03,"1-66970591",287962,66,2516.98,1557.47,959.5
"290435902201912","LN006",2019-12-03,"1-66970591",287915,60,53487.76,48167.58,5320.17
"290435903201912","LN001",2019-12-04,"1-66970641",287905,37,88181.11,87336.4,844.71
"290435903201912","LN002",2019-12-04,"1-66970641",287994,58,67998.42,61751.5,6246.92
"290435903201912","LN003",2019-12-04,"1-66970641",287918,53,91788.22,82760.92,9027.3
"290435903201912","LN004",2019-12-04,"1-66970641",287908,23,82989.76,80904.28,2085.48
"290435903201912","LN005",2019-12-04,"1-66970641",287898,50,63526.25,54289.95,9236.3
"290435903201912","LN006",2019-12-04,"1-66970641",288002,21,56020.82,48785.61,7235.2
"290435904201912","LN001",2019-12-05,"1-66970674",287996,52,59140.71,52901.2,6239.51
"290435904201912","LN002",2019-12-05,"1-66970674",287865,35,75250.83,72241.35,3009.48
"290435904201912","LN003",2019-12-05,"1-66970674",287737,22,13775.78,6668.24,7107.53
"290435904201912","LN004",2019-12-05,"1-66970674",287702,10,92052.94,89143.32,2909.61
"290435904201912","LN005",2019-12-05,"1-66970674",287726,18,39095.41,34870.98,4224.43
"290435904201912","LN006",2019-12-05,"1-66970674",287765,24,69744.01,61557.53,8186.47
"290435905201912","LN001",2019-12-08,"1-66970687",287880,58,53313.99,52603.77,710.21
"290435905201912","LN002",2019-12-08,"1-66970687",287978,60,79872.43,79133.46,738.97
"290435905201912","LN003",2019-12-08,"1-66970687",287945,42,14471.11,9122.67,5348.44
"290435905201912","LN004",2019-12-08,"1-66970687",287967,14,32234.31,29528.95,2705.36
"290435906201912","LN001",2019-12-09,"1-66970460",287934,2,78564.59,71535.1,7029.48
"290435906201912","LN002",2019-12-09,"1-66970460",287956,16,7635.75,3997.05,3638.7
"290435906201912","LN003",2019-12-09,"1-66970460",287962,54,13393.75,7325.82,6067.92
