"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
29043517,"LN001",2018-04-01,"1-66970531",287817,61,103205,85955,17250
29043517,"LN002",2018-04-01,"1-66970531",287830,49,69458.6,57833,11625.6
29043517,"LN003",2018-04-01,"1-66970531",287845,50,84296,70197.5,14098.5
29043517,"LN004",2018-04-01,"1-66970531",287824,50,70331,58560,11771
29043517,"LN005",2018-04-01,"1-66970531",287833,46,69310.28,57709.4,11600.88
29043517,"LN006",2018-04-01,"1-66970531",287796,57,89021,74135,14886
29043517,"LN007",2018-04-01,"1-66970531",287775,61,92945,77405,15540
29043518,"LN001",2018-04-02,"1-66970457",287773,61,92945,77405,15540
29043518,"LN002",2018-04-02,"1-66970457",287877,57,98681,82185,16496
29043518,"LN003",2018-04-02,"1-66970457",287783,61,95303,79370,15933
29043518,"LN004",2018-04-02,"1-66970457",287747,61,86105,71705,14400
29043518,"LN005",2018-04-02,"1-66970457",287789,41,59393,49445,9948
29043518,"LN006",2018-04-02,"1-66970457",287889,49,69458.6,57833,11625.6
29043518,"LN007",2018-04-02,"1-66970457",287800,51,41285,34355,6930
29043518,"LN008",2018-04-02,"1-66970457",287709,33,49683.94,41354.12,8329.82
29043519,"LN001",2018-04-03,"1-66970498",287858,50,84296,70197.5,14098.5
29043519,"LN002",2018-04-03,"1-66970498",287731,61,103205,85955,17250
29043519,"LN003",2018-04-03,"1-66970498",287695,57,93053,77495,15558
29043519,"LN004",2018-04-03,"1-66970498",287720,61,97067,80840,16227
29043519,"LN005",2018-04-03,"1-66970498",287758,50,84296,70197.5,14098.5
29043519,"LN006",2018-04-03,"1-66970498",287761,61,97067,80840,16227
29043520,"LN001",2018-04-04,"1-66970817",287817,61,103205,85955,17250
29043520,"LN002",2018-04-04,"1-66970817",287830,57,98681,82185,16496
29043520,"LN003",2018-04-04,"1-66970817",287845,57,82301,68535,13766
29043520,"LN004",2018-04-04,"1-66970817",287824,49,69458.6,57833,11625.6
29043520,"LN005",2018-04-04,"1-66970817",287833,49,69458.6,57833,11625.6
29043520,"LN006",2018-04-04,"1-66970817",287796,61,92945,77405,15540
29043521,"LN001",2018-04-07,"1-66970345",287775,61,86105,71705,14400
29043521,"LN002",2018-04-07,"1-66970345",287773,41,59393,49445,9948
29043521,"LN003",2018-04-07,"1-66970345",287877,49,69458.6,57833,11625.6
29043521,"LN004",2018-04-07,"1-66970345",287783,33,49683.94,41354.12,8329.82
29043521,"LN005",2018-04-07,"1-66970345",287747,50,84296,70197.5,14098.5
29043521,"LN006",2018-04-07,"1-66970345",287789,61,103205,85955,17250
29043522,"LN001",2018-04-08,"1-66970663",287889,57,93053,77495,15558
29043522,"LN002",2018-04-08,"1-66970663",287800,61,97067,80840,16227
29043522,"LN003",2018-04-08,"1-66970663",287709,61,97067,80840,16227
29043522,"LN004",2018-04-08,"1-66970663",287858,61,97067,80840,16227
29043523,"LN001",2018-04-09,"1-66970370",287731,61,103205,85955,17250
29043523,"LN002",2018-04-09,"1-66970370",287695,57,89021,74135,14886
29043523,"LN003",2018-04-09,"1-66970370",287720,57,89021,74135,14886
29043523,"LN004",2018-04-09,"1-66970370",287758,61,92945,77405,15540
29043523,"LN005",2018-04-09,"1-66970370",287761,61,92945,77405,15540
29043523,"LN006",2018-04-09,"1-66970370",287817,49,75233,62645,12588
29043523,"LN007",2018-04-09,"1-66970370",287830,61,103205,85955,17250
29043523,"LN008",2018-04-09,"1-66970370",287845,49,82937,69065,13872
29043524,"LN001",2018-04-10,"1-66970371",287824,61,86105,71705,14400
29043524,"LN002",2018-04-10,"1-66970371",287833,49,69458.6,57833,11625.6
29043524,"LN003",2018-04-10,"1-66970371",287796,46,69310.28,57709.4,11600.88
29043524,"LN004",2018-04-10,"1-66970371",287775,11,684.44,521.2,163.24
29043524,"LN005",2018-04-10,"1-66970371",287773,6,8663,7170,1493
29043524,"LN006",2018-04-10,"1-66970371",287877,16,955.28,746.9,208.38
