"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"29043595520191","LN001",2019-01-01,"1-66970591",287777,76,88996,74140,14856
"29043595520191","LN002",2019-01-01,"1-66970591",287890,76,88996,74140,14856
"29043595520191","LN003",2019-01-01,"1-66970591",287795,80,92920,77410,15510
"29043595520191","LN004",2019-01-01,"1-66970591",287710,80,92920,77410,15510
"29043595520191","LN005",2019-01-01,"1-66970591",287837,80,92920,77410,15510
"29043595520191","LN006",2019-01-01,"1-66970591",287817,80,92920,77410,15510
"29043595520191","LN007",2019-01-01,"1-66970591",287830,68,75208,62650,12558
"29043595620191","LN001",2019-01-02,"1-66970641",287845,80,86080,71710,14370
"29043595620191","LN002",2019-01-02,"1-66970641",287824,80,86080,71710,14370
"29043595620191","LN003",2019-01-02,"1-66970641",287833,80,86080,71710,14370
"29043595620191","LN004",2019-01-02,"1-66970641",287796,68,69433.6,57838,11595.6
"29043595620191","LN005",2019-01-02,"1-66970641",287775,68,69433.6,57838,11595.6
"29043595620191","LN006",2019-01-02,"1-66970641",287773,52,49658.94,41359.12,8299.82
"29043595620191","LN007",2019-01-02,"1-66970641",287877,52,49658.94,41359.12,8299.82
"29043595620191","LN008",2019-01-02,"1-66970641",287783,80,97042,80845,16197
"29043595720191","LN001",2019-01-05,"1-66970674",287747,80,97042,80845,16197
"29043595720191","LN002",2019-01-05,"1-66970674",287789,80,97042,80845,16197
"29043595720191","LN003",2019-01-05,"1-66970674",287889,80,97042.01,80845,16197.01
"29043595720191","LN004",2019-01-05,"1-66970674",287800,68,69433.6,57838,11595.6
"29043595720191","LN005",2019-01-05,"1-66970674",287709,70,41260,34360,6900
"29043595720191","LN006",2019-01-05,"1-66970674",287858,70,41260,34360,6900
"29043595820191","LN001",2019-01-06,"1-66970687",287731,70,41260,34360,6900
"29043595820191","LN002",2019-01-06,"1-66970687",287695,70,41260,34360,6900
"29043595820191","LN003",2019-01-06,"1-66970687",287720,52,49658.94,41359.12,8299.82
"29043595820191","LN004",2019-01-06,"1-66970687",287758,76,88996,74140,14856
"29043595820191","LN005",2019-01-06,"1-66970687",287761,76,88996,74140,14856
"29043595820191","LN006",2019-01-06,"1-66970687",288007,68,69433.6,57838,11595.6
"29043595920191","LN001",2019-01-07,"1-66970460",288008,80,92920,77410,15510
"29043595920191","LN002",2019-01-07,"1-66970460",288009,80,92920,77410,15510
"29043595920191","LN003",2019-01-07,"1-66970460",288011,80,103180,85960,17220
"29043595920191","LN004",2019-01-07,"1-66970460",288012,76,98656,82190,16466
"29043595920191","LN005",2019-01-07,"1-66970460",288013,76,98656,82190,16466
"29043595920191","LN006",2019-01-07,"1-66970460",288014,80,103180,85960,17220
"29043596020191","LN001",2019-01-08,"1-66970824",288015,80,103180,85960,17220
"29043596020191","LN002",2019-01-08,"1-66970824",287777,80,103180,85960,17220
"29043596020191","LN003",2019-01-08,"1-66970824",287890,80,103180,85960,17220
"29043596020191","LN004",2019-01-08,"1-66970824",287795,80,103180,85960,17220
"29043596120191","LN001",2019-01-09,"1-66970620",287710,80,92920,77410,15510
"29043596120191","LN002",2019-01-09,"1-66970620",287837,80,92920,77410,15510
"29043596120191","LN003",2019-01-09,"1-66970620",287817,80,92920,77410,15510
"29043596120191","LN004",2019-01-09,"1-66970620",287830,80,92920,77410,15510
"29043596120191","LN005",2019-01-09,"1-66970620",287845,80,103180,85960,17220
"29043596120191","LN006",2019-01-09,"1-66970620",287824,80,103180,85960,17220
"29043596120191","LN007",2019-01-09,"1-66970620",287833,80,92920,77410,15510
"29043596120191","LN008",2019-01-09,"1-66970620",287796,80,92920,77410,15510
"29043596220191","LN001",2019-01-12,"1-66970680",287775,80,95278,79375,15903
"29043596220191","LN002",2019-01-12,"1-66970680",287773,80,95278,79375,15903
"29043596220191","LN003",2019-01-12,"1-66970680",287877,80,95278,79375,15903
"29043596220191","LN004",2019-01-12,"1-66970680",287783,68,75208,62650,12558
"29043596220191","LN005",2019-01-12,"1-66970680",287747,80,86080,71710,14370
"29043596220191","LN006",2019-01-12,"1-66970680",287789,68,69433.6,57838,11595.6
"29043596220191","LN007",2019-01-12,"1-66970680",287889,65,69285.28,57714.4,11570.88
"29043596320191","LN001",2019-01-13,"1-66970681",287800,24,3340,2760,580
"29043596320191","LN002",2019-01-13,"1-66970681",287709,30,378.52,292.1,86.42
"29043596320191","LN003",2019-01-13,"1-66970681",287858,34,10960,9110,1850
"29043596320191","LN004",2019-01-13,"1-66970681",287731,68,37480,31210,6270
"29043596320191","LN005",2019-01-13,"1-66970681",287695,50,987.16,799.3,187.86
"29043596320191","LN006",2019-01-13,"1-66970681",287720,21,1694.27,1388.56,305.71
"29043596320191","LN007",2019-01-13,"1-66970681",287758,22,131.37,86.14,45.23
"29043596320191","LN008",2019-01-13,"1-66970681",287761,21,1384.96,1130.8,254.16
"29043596320191","LN009",2019-01-13,"1-66970681",288007,22,131.37,86.14,45.23
"29043596420191","LN001",2019-01-14,"1-66970439",288008,26,8212.58,6820.48,1392.1
"29043596420191","LN002",2019-01-14,"1-66970439",288009,25,268.42,200.35,68.07
"29043596420191","LN003",2019-01-14,"1-66970439",288011,25,363.46,279.55,83.91
"29043596420191","LN004",2019-01-14,"1-66970439",288012,26,9018.4,7492,1526.4
"29043596420191","LN005",2019-01-14,"1-66970439",288013,21,1765,1447.5,317.5
"29043596420191","LN006",2019-01-14,"1-66970439",288014,24,6535.6,5423,1112.6
"29043596420191","LN007",2019-01-14,"1-66970439",288015,26,9331.6,7753,1578.6
"29043596520191","LN001",2019-01-15,"1-66970502",287777,22,2952.4,2437,515.4
"29043596520191","LN002",2019-01-15,"1-66970502",287890,33,18970.6,15785.5,3185.1
"29043596520191","LN003",2019-01-15,"1-66970502",287795,22,2952.4,2437,515.4
"29043596520191","LN004",2019-01-15,"1-66970502",287710,21,1591.74,1303.12,288.62
"29043596520191","LN005",2019-01-15,"1-66970502",287837,30,743.92,596.6,147.32
"29043596520191","LN006",2019-01-15,"1-66970502",287817,25,8848,7350,1498
"29043596520191","LN007",2019-01-15,"1-66970502",287830,22,3215.8,2656.5,559.3
"29043596520191","LN008",2019-01-15,"1-66970502",287845,24,5596,4640,956
"29043596520191","LN009",2019-01-15,"1-66970502",287824,48,38932,32420,6512
"29043596620191","LN001",2019-01-16,"1-66970682",287833,23,4378.9,3625.75,753.15
"29043596620191","LN002",2019-01-16,"1-66970682",287796,30,618.52,492.1,126.42
"29043596620191","LN003",2019-01-16,"1-66970682",287775,26,8163.4,6779.5,1383.9
"29043596620191","LN004",2019-01-16,"1-66970682",287773,22,158.7,108.92,49.78
