"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
290435900,"LN001",2018-12-01,"1-66970724",287915,15,929.16,774.3,154.86
290435900,"LN002",2018-12-01,"1-66970724",287905,7,12037.2,10031,2006.2
290435900,"LN003",2018-12-01,"1-66970724",287994,3,5158.8,4299,859.8
290435900,"LN004",2018-12-01,"1-66970724",287918,1,1389,1157.5,231.5
290435900,"LN005",2018-12-01,"1-66970724",287908,10,582.48,485.4,97.08
290435900,"LN006",2018-12-01,"1-66970724",287898,2,125.33,104.44,20.89
290435900,"LN007",2018-12-01,"1-66970724",288002,6,10569.6,8808,1761.6
290435901,"LN001",2018-12-02,"1-66970495",287996,2,3175.8,2646.5,529.3
290435901,"LN002",2018-12-02,"1-66970495",287865,1,1434.6,1195.5,239.1
290435901,"LN003",2018-12-02,"1-66970495",287737,2,2967.6,2473,494.6
290435901,"LN004",2018-12-02,"1-66970495",287702,17,23613,19677.5,3935.5
290435901,"LN005",2018-12-02,"1-66970495",287726,2,115.7,96.42,19.28
290435901,"LN006",2018-12-02,"1-66970495",287765,3,4061.7,3384.75,676.95
290435901,"LN007",2018-12-02,"1-66970495",287880,2,118.7,98.92,19.78
290435901,"LN008",2018-12-02,"1-66970495",287978,12,16106.4,13422,2684.4
290435902,"LN001",2018-12-03,"1-66970591",287945,35,1285.2,1071,214.2
290435902,"LN002",2018-12-03,"1-66970591",287967,11,9075,7562.5,1512.5
290435902,"LN003",2018-12-03,"1-66970591",287934,2,128.28,106.9,21.38
290435902,"LN004",2018-12-03,"1-66970591",287956,15,873.72,728.1,145.62
290435902,"LN005",2018-12-03,"1-66970591",287962,14,21197.4,17664.5,3532.9
290435902,"LN006",2018-12-03,"1-66970591",287915,1,1566.6,1305.5,261.1
290435903,"LN001",2018-12-04,"1-66970641",287905,8,13756.8,11464,2292.8
290435903,"LN002",2018-12-04,"1-66970641",287994,2,3454.2,2878.5,575.7
290435903,"LN003",2018-12-04,"1-66970641",287918,6,9819,8182.5,1636.5
290435903,"LN004",2018-12-04,"1-66970641",287908,10,587.64,489.7,97.94
290435903,"LN005",2018-12-04,"1-66970641",287898,1,1342.2,1118.5,223.7
290435903,"LN006",2018-12-04,"1-66970641",288002,15,867.78,723.15,144.63
290435904,"LN001",2018-12-05,"1-66970674",287996,2,2869.2,2391,478.2
290435904,"LN002",2018-12-05,"1-66970674",287865,15,1101.6,918,183.6
290435904,"LN003",2018-12-05,"1-66970674",287737,2,69.19,57.66,11.53
290435904,"LN004",2018-12-05,"1-66970674",287702,20,1209.84,1008.2,201.64
290435904,"LN005",2018-12-05,"1-66970674",287726,1,1711.3,1426.08,285.22
290435904,"LN006",2018-12-05,"1-66970674",287765,12,427.82,356.52,71.3
290435905,"LN001",2018-12-08,"1-66970687",287880,4,6845.18,5704.32,1140.86
290435905,"LN002",2018-12-08,"1-66970687",287978,1,1670.98,1392.48,278.5
290435905,"LN003",2018-12-08,"1-66970687",287945,1,69.62,58.02,11.6
290435905,"LN004",2018-12-08,"1-66970687",287967,15,884.52,737.1,147.42
290435906,"LN001",2018-12-09,"1-66970460",287934,9,15854.4,13212,2642.4
290435906,"LN002",2018-12-09,"1-66970460",287956,1,1724.7,1437.25,287.45
290435906,"LN003",2018-12-09,"1-66970460",287962,5,344.94,287.45,57.49
290435906,"LN004",2018-12-09,"1-66970460",287915,1,1374.3,1145.25,229.05
290435906,"LN005",2018-12-09,"1-66970460",287905,10,573.84,478.2,95.64
290435906,"LN006",2018-12-09,"1-66970460",287994,10,13539,11282.5,2256.5
290435906,"LN007",2018-12-09,"1-66970460",287918,5,286.92,239.1,47.82
290435906,"LN008",2018-12-09,"1-66970460",287908,2,146.45,122.04,24.41
290435907,"LN001",2018-12-10,"1-66970824",287898,5,172.98,144.15,28.83
290435907,"LN002",2018-12-10,"1-66970824",288002,4,5368.8,4474,894.8
290435907,"LN003",2018-12-10,"1-66970824",287996,2,64.66,53.88,10.78
290435907,"LN004",2018-12-10,"1-66970824",287865,7,10319.4,8599.5,1719.9
290435907,"LN005",2018-12-10,"1-66970824",287737,1,1474.2,1228.5,245.7
290435907,"LN006",2018-12-10,"1-66970824",287702,10,684.48,570.4,114.08
290435907,"LN007",2018-12-10,"1-66970824",287726,5,268.86,224.05,44.81
290435908,"LN001",2018-12-11,"1-66970620",287765,2,107.54,89.62,17.92
290435908,"LN002",2018-12-11,"1-66970620",287880,1,1496.4,1247,249.4
290435908,"LN003",2018-12-11,"1-66970620",287978,15,897.84,748.2,149.64
290435908,"LN004",2018-12-11,"1-66970620",287945,1,1476.3,1230.25,246.05
290435908,"LN005",2018-12-11,"1-66970620",287967,5,295.26,246.05,49.21
290435908,"LN006",2018-12-11,"1-66970620",287934,5,6882,5735,1147
290435908,"LN007",2018-12-11,"1-66970620",287956,2,2712,2260,452
290435908,"LN008",2018-12-11,"1-66970620",287962,4,5424,4520,904
290435908,"LN009",2018-12-11,"1-66970620",287915,10,579.36,482.8,96.56
290435909,"LN001",2018-12-12,"1-66970680",287905,10,537.72,448.1,89.62
290435909,"LN002",2018-12-12,"1-66970680",287994,3,104.04,86.7,17.34
290435909,"LN003",2018-12-12,"1-66970680",287918,3,104.04,86.7,17.34
290435909,"LN004",2018-12-12,"1-66970680",287908,1,17.32,14.43,2.89
290435909,"LN005",2018-12-12,"1-66970680",287898,2,2733.26,2277.72,455.54
290435909,"LN006",2018-12-12,"1-66970680",288002,6,8065.81,6721.5,1344.31
290435909,"LN007",2018-12-12,"1-66970680",287996,20,648.24,540.2,108.04
290435910,"LN001",2018-12-15,"1-66970681",287865,1,1453.82,1211.52,242.3
290435910,"LN002",2018-12-15,"1-66970681",287737,10,636.48,530.4,106.08
290435910,"LN003",2018-12-15,"1-66970681",287702,2,115.87,96.56,19.31
290435910,"LN004",2018-12-15,"1-66970681",287726,15,813.6,678,135.6
290435910,"LN005",2018-12-15,"1-66970681",287765,10,733.32,611.1,122.22
290435910,"LN006",2018-12-15,"1-66970681",287880,1,1498.5,1248.75,249.75
290435910,"LN007",2018-12-15,"1-66970681",287978,1,1626,1355,271
290435910,"LN008",2018-12-15,"1-66970681",287945,1,45.77,38.14,7.63
290435910,"LN009",2018-12-15,"1-66970681",287967,4,250.99,209.16,41.83
290435911,"LN001",2018-12-16,"1-66970439",287934,2,1654.2,1378.5,275.7
290435911,"LN002",2018-12-16,"1-66970439",287956,10,642.24,535.2,107.04
290435911,"LN003",2018-12-16,"1-66970439",287962,5,178.68,148.9,29.78
290435911,"LN004",2018-12-16,"1-66970439",287915,1,1467.07,1222.56,244.51
290435911,"LN005",2018-12-16,"1-66970439",287905,32,809.86,674.88,134.98
290435912,"LN001",2018-12-17,"1-66970502",287994,10,7821,6517.5,1303.5
290435912,"LN002",2018-12-17,"1-66970502",287918,1,1550.7,1292.25,258.45
290435912,"LN003",2018-12-17,"1-66970502",287908,1,1458.3,1215.25,243.05
290435912,"LN004",2018-12-17,"1-66970502",287898,5,291.66,243.05,48.61
290435912,"LN005",2018-12-17,"1-66970502",288002,1,62.75,52.29,10.46
290435912,"LN006",2018-12-17,"1-66970502",287996,32,978.05,815.04,163.01
290435912,"LN007",2018-12-17,"1-66970502",287865,5,345.84,288.2,57.64
290435913,"LN001",2018-12-18,"1-66970682",287737,1,65.54,54.62,10.92
290435913,"LN002",2018-12-18,"1-66970682",287702,10,537.72,448.1,89.62
290435913,"LN003",2018-12-18,"1-66970682",287726,5,6955.5,5796.25,1159.25
290435913,"LN004",2018-12-18,"1-66970682",287765,2,2712,2260,452
290435913,"LN005",2018-12-18,"1-66970682",287880,2,124.06,103.38,20.68
290435913,"LN006",2018-12-18,"1-66970682",287978,5,352.74,293.95,58.79
290435913,"LN007",2018-12-18,"1-66970682",287945,1,1391.1,1159.25,231.85
290435914,"LN001",2018-12-19,"1-66970352",287967,5,278.22,231.85,46.37
290435914,"LN002",2018-12-19,"1-66970352",287934,1,1356,1130,226
