"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"290435900202012","LN001",2020-12-01,"1-66970724",287915,29,85120.58,84469.28,651.3
"290435900202012","LN002",2020-12-01,"1-66970724",287905,58,47402.63,44932.72,2469.9
"290435900202012","LN003",2020-12-01,"1-66970724",287994,67,74916.14,65547.49,9368.65
"290435900202012","LN004",2020-12-01,"1-66970724",287918,64,38200.33,29809.97,8390.35
"290435900202012","LN005",2020-12-01,"1-66970724",287908,24,24040.88,22915.49,1125.38
"290435900202012","LN006",2020-12-01,"1-66970724",287898,44,21692.29,18459.51,3232.78
"290435900202012","LN007",2020-12-01,"1-66970724",288002,24,52386.74,44361.95,8024.79
"290435901202012","LN001",2020-12-02,"1-66970495",287996,33,18927.18,9885.96,9041.21
"290435901202012","LN002",2020-12-02,"1-66970495",287865,22,61755.52,53798.35,7957.16
"290435901202012","LN003",2020-12-02,"1-66970495",287737,60,29839.66,25134.04,4705.61
"290435901202012","LN004",2020-12-02,"1-66970495",287702,35,53684.95,44253.65,9431.29
"290435901202012","LN005",2020-12-02,"1-66970495",287726,57,6668.25,2437.57,4230.68
"290435901202012","LN006",2020-12-02,"1-66970495",287765,32,15089.53,13894.51,1195.01
"290435901202012","LN007",2020-12-02,"1-66970495",287880,64,63932.4,61470.45,2461.95
"290435901202012","LN008",2020-12-02,"1-66970495",287978,49,3346.3,2907.73,438.57
"290435902202012","LN001",2020-12-03,"1-66970591",287945,67,23748.65,18842.07,4906.58
"290435902202012","LN002",2020-12-03,"1-66970591",287967,66,95873.22,92684.66,3188.56
"290435902202012","LN003",2020-12-03,"1-66970591",287934,6,39187.87,35355.42,3832.45
"290435902202012","LN004",2020-12-03,"1-66970591",287956,33,89682.81,88336.91,1345.89
"290435902202012","LN005",2020-12-03,"1-66970591",287962,70,91175.42,84931.67,6243.75
"290435902202012","LN006",2020-12-03,"1-66970591",287915,57,67527.74,64406.87,3120.87
"290435903202012","LN001",2020-12-04,"1-66970641",287905,75,104253.6,97189.02,7064.57
"290435903202012","LN002",2020-12-04,"1-66970641",287994,33,77825.32,70323.03,7502.29
"290435903202012","LN003",2020-12-04,"1-66970641",287918,51,69681.05,60279.87,9401.18
"290435903202012","LN004",2020-12-04,"1-66970641",287908,24,21063.57,18803.98,2259.59
