"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"29043574020209","LN001",2020-09-01,"1-66970474",287759,56,92693.35,92243.21,450.14
"29043574020209","LN002",2020-09-01,"1-66970474",287974,55,14475.49,9102.07,5373.41
"29043574020209","LN003",2020-09-01,"1-66970474",287941,17,86055.9,83204.06,2851.83
"29043574020209","LN004",2020-09-01,"1-66970474",287963,35,34814.25,33247.36,1566.89
"29043574020209","LN005",2020-09-01,"1-66970474",287930,56,87801.67,84433.88,3367.78
"29043574020209","LN006",2020-09-01,"1-66970474",287952,61,79211.86,69490.49,9721.37
"29043574020209","LN007",2020-09-01,"1-66970474",287928,53,100189.8,96765.06,3424.74
"29043574120209","LN001",2020-09-02,"1-66970734",287866,64,27641.51,22779.55,4861.95
"29043574120209","LN002",2020-09-02,"1-66970734",287738,17,99845.59,94491.86,5353.72
"29043574120209","LN003",2020-09-02,"1-66970734",287727,43,66618.32,60984.47,5633.84
"29043574120209","LN004",2020-09-02,"1-66970734",287766,38,57284.4,48356.49,8927.9
"29043574120209","LN005",2020-09-02,"1-66970734",287891,30,58808.6,52076.65,6731.94
"29043574120209","LN006",2020-09-02,"1-66970734",287989,64,81903.77,73625.92,8277.85
"29043574120209","LN007",2020-09-02,"1-66970734",287987,56,87206.02,77693.86,9512.16
"29043574120209","LN008",2020-09-02,"1-66970734",287995,6,5129.95,3383.14,1746.8
"29043574220209","LN001",2020-09-03,"1-66970772",287786,55,95976.58,92162.1,3814.48
"29043574220209","LN002",2020-09-03,"1-66970772",287791,39,58598.56,50751.93,7846.62
"29043574220209","LN003",2020-09-03,"1-66970772",287986,50,78197.28,72228.37,5968.9
"29043574220209","LN004",2020-09-03,"1-66970772",287984,8,23869.43,18809.92,5059.5
"29043574220209","LN005",2020-09-03,"1-66970772",287991,13,101269.99,97742.38,3527.6
"29043574220209","LN006",2020-09-03,"1-66970772",287988,11,13333.48,11234.24,2099.24
"29043574320209","LN001",2020-09-04,"1-66970777",288005,67,82844.22,72749.21,10095
"29043574320209","LN002",2020-09-04,"1-66970777",288003,16,54476.42,53207.85,1268.56
"29043574320209","LN003",2020-09-04,"1-66970777",287835,39,9400.28,3883.63,5516.65
"29043574320209","LN004",2020-09-04,"1-66970777",287815,41,16253.16,12257.32,3995.83
"29043574320209","LN005",2020-09-04,"1-66970777",287828,28,10291.31,1736.6,8554.7
"29043574320209","LN006",2020-09-04,"1-66970777",287714,31,101171.39,98877.06,2294.32
