"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
190436130,"LN001",2018-02-01,"1-66970428",287777,10,735.24,612.7,122.54
190436130,"LN002",2018-02-01,"1-66970428",287890,1,1727.1,1439.25,287.85
190436130,"LN003",2018-02-01,"1-66970428",287795,10,618.96,515.8,103.16
190436130,"LN004",2018-02-01,"1-66970428",287710,6,9304.2,7753.5,1550.7
190436130,"LN005",2018-02-01,"1-66970428",287837,5,313.74,261.45,52.29
190436130,"LN006",2018-02-01,"1-66970428",287817,5,352.38,293.65,58.73
190436130,"LN007",2018-02-01,"1-66970428",287830,10,17636.99,14697.5,2939.49
190436131,"LN001",2018-02-02,"1-66970484",287845,10,574.68,478.9,95.78
190436131,"LN002",2018-02-02,"1-66970484",287824,1,1485.9,1238.25,247.65
190436131,"LN003",2018-02-02,"1-66970484",287833,5,289.68,241.4,48.28
190436131,"LN004",2018-02-02,"1-66970484",287796,5,297.18,247.65,49.53
190436131,"LN005",2018-02-02,"1-66970484",287775,4,5377.2,4481,896.2
190436131,"LN006",2018-02-02,"1-66970484",287773,10,367.68,306.4,61.28
190436131,"LN007",2018-02-02,"1-66970484",287877,5,367.74,306.45,61.29
190436131,"LN008",2018-02-02,"1-66970484",287783,2,3222,2685,537
190436132,"LN001",2018-02-04,"1-66970520",287747,3,207.04,172.53,34.51
190436132,"LN002",2018-02-04,"1-66970520",287789,6,4962.6,4135.5,827.1
190436132,"LN003",2018-02-04,"1-66970520",287889,22,672.41,560.34,112.07
190436132,"LN004",2018-02-04,"1-66970520",287800,6,8749.8,7291.5,1458.3
190436132,"LN005",2018-02-04,"1-66970520",287709,1,1763.7,1469.75,293.95
190436132,"LN006",2018-02-04,"1-66970520",287858,1,1590,1325,265
190436133,"LN001",2018-02-05,"1-66970546",287731,1,1485.9,1238.25,247.65
190436133,"LN002",2018-02-05,"1-66970546",287695,6,8346.6,6955.5,1391.1
190436133,"LN003",2018-02-05,"1-66970546",287720,2,2688.6,2240.5,448.1
190436133,"LN004",2018-02-05,"1-66970546",287758,16,23942.4,19952,3990.4
190436133,"LN005",2018-02-05,"1-66970546",287761,1,1547.4,1289.5,257.9
190436133,"LN006",2018-02-05,"1-66970546",288007,10,627.48,522.9,104.58
190436134,"LN001",2018-02-06,"1-66970670",288008,3,5165.1,4304.25,860.85
190436134,"LN002",2018-02-06,"1-66970670",288009,1,1391.1,1159.25,231.85
190436134,"LN003",2018-02-06,"1-66970670",288011,1,1356,1130,226
190436134,"LN004",2018-02-06,"1-66970670",288012,20,506.16,421.8,84.36
190436134,"LN005",2018-02-06,"1-66970670",288013,9,7038.9,5865.75,1173.15
190436134,"LN006",2018-02-06,"1-66970670",288014,40,1266.24,1055.2,211.04
190436135,"LN001",2018-02-07,"1-66970749",288015,2,2688.6,2240.5,448.1
190436135,"LN002",2018-02-07,"1-66970749",287777,10,324.12,270.1,54.02
190436135,"LN003",2018-02-07,"1-66970749",287890,9,13467.6,11223,2244.6
190436135,"LN004",2018-02-07,"1-66970749",287795,5,7381.5,6151.25,1230.25
190436136,"LN001",2018-02-10,"1-66970425",287710,1,1763.7,1469.75,293.95
190436136,"LN002",2018-02-10,"1-66970425",287837,2,2752.8,2294,458.8
190436136,"LN003",2018-02-10,"1-66970425",287817,3,4068,3390,678
190436136,"LN004",2018-02-10,"1-66970425",287830,5,289.68,241.4,48.28
190436136,"LN005",2018-02-10,"1-66970425",287845,1,1547.4,1289.5,257.9
190436136,"LN006",2018-02-10,"1-66970425",287824,10,14583,12152.5,2430.5
190436136,"LN007",2018-02-10,"1-66970425",287833,1,1550.7,1292.25,258.45
