"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"2904349520203","LN001",2020-03-01,"1-66970731",287899,48,41526.4,34094.51,7431.88
"2904349520203","LN002",2020-03-01,"1-66970731",287902,15,29176.59,24965.76,4210.83
"2904349520203","LN003",2020-03-01,"1-66970731",287854,15,8273.84,3913.37,4360.46
"2904349520203","LN004",2020-03-01,"1-66970731",287687,54,41799.87,41469.32,330.54
"2904349520203","LN005",2020-03-01,"1-66970731",287691,9,105795.3,99534.91,6260.38
"2904349520203","LN006",2020-03-01,"1-66970731",287715,72,10664.73,8904.6,1760.12
"2904349520203","LN007",2020-03-01,"1-66970731",287754,26,38140,36152.05,1987.95
"2904349620203","LN001",2020-03-02,"1-66970733",287717,21,3439.18,2525.66,913.52
"2904349620203","LN002",2020-03-02,"1-66970733",287980,68,47722,44566.76,3155.23
"2904349620203","LN003",2020-03-02,"1-66970733",287947,45,11011.75,9271.98,1739.77
"2904349620203","LN004",2020-03-02,"1-66970733",287969,27,54544.34,50243.37,4300.96
"2904349620203","LN005",2020-03-02,"1-66970733",287936,2,42578.51,34211.31,8367.2
"2904349620203","LN006",2020-03-02,"1-66970733",287958,33,37368.77,31556.49,5812.27
"2904349620203","LN007",2020-03-02,"1-66970733",287806,35,12785.68,4654.08,8131.59
"2904349620203","LN008",2020-03-02,"1-66970733",287860,36,14739.2,6516.24,8222.95
"2904349720203","LN001",2020-03-04,"1-66970728",287732,54,18709.02,11411.62,7297.4
"2904349720203","LN002",2020-03-04,"1-66970728",287696,75,31907.41,27271.74,4635.67
"2904349720203","LN003",2020-03-04,"1-66970728",287721,45,61596.24,58924.51,2671.73
"2904349720203","LN004",2020-03-04,"1-66970728",287759,57,58498.67,58126.6,372.07
"2904349720203","LN005",2020-03-04,"1-66970728",287974,43,51776.9,43944.92,7831.97
"2904349720203","LN006",2020-03-04,"1-66970728",287941,66,36010.4,35185.97,824.43
"2904349820203","LN001",2020-03-05,"1-66970732",287963,2,74663.31,64760.66,9902.64
"2904349820203","LN002",2020-03-05,"1-66970732",287930,27,26488.77,19731.44,6757.33
"2904349820203","LN003",2020-03-05,"1-66970732",287952,7,97732.35,90521.33,7211.02
"2904349820203","LN004",2020-03-05,"1-66970732",287928,56,28551.14,21404.81,7146.32
"2904349820203","LN005",2020-03-05,"1-66970732",287866,27,44151.13,37615.86,6535.26
"2904349820203","LN006",2020-03-05,"1-66970732",287738,65,88326.64,80090.9,8235.73
"2904349920203","LN001",2020-03-06,"1-66970730",287727,74,61172.85,55780.2,5392.64
"2904349920203","LN002",2020-03-06,"1-66970730",287766,34,11212.51,1113.58,10098.93
"2904349920203","LN003",2020-03-06,"1-66970730",287891,75,94362.7,85516.58,8846.11
"2904349920203","LN004",2020-03-06,"1-66970730",287989,26,62749.17,55990.06,6759.1
"2904349920203","LN005",2020-03-06,"1-66970730",287987,17,12445.81,3930.15,8515.65
"2904349920203","LN006",2020-03-06,"1-66970730",287995,27,87972.95,84263.73,3709.22
"2904350020203","LN001",2020-03-07,"1-66970729",287786,31,10837.56,10447.46,390.09
"2904350020203","LN002",2020-03-07,"1-66970729",287791,21,30249.61,26979.73,3269.87
"2904350020203","LN003",2020-03-07,"1-66970729",287986,25,71588.72,67462.02,4126.69
"2904350020203","LN004",2020-03-07,"1-66970729",287984,25,83967.9,83118.82,849.07
"2904350120203","LN001",2020-03-10,"1-66970826",287991,13,29803.01,24384.83,5418.18
"2904350120203","LN002",2020-03-10,"1-66970826",287988,67,56842.98,49380.89,7462.09
"2904350120203","LN003",2020-03-10,"1-66970826",288005,62,65569.01,60316.76,5252.25
"2904350120203","LN004",2020-03-10,"1-66970826",288003,61,70744.56,66905.49,3839.07
"2904350120203","LN005",2020-03-10,"1-66970826",287835,47,37278.85,27948.46,9330.38
"2904350120203","LN006",2020-03-10,"1-66970826",287815,65,16058.59,10386.87,5671.72
"2904350120203","LN007",2020-03-10,"1-66970826",287828,48,79287.99,78215.56,1072.43
"2904350120203","LN008",2020-03-10,"1-66970826",287843,48,92063.83,87944.82,4119.01
"2904350220203","LN001",2020-03-11,"1-66970761",287821,7,50666.8,44346.03,6320.77
"2904350220203","LN002",2020-03-11,"1-66970761",287811,7,21419.81,14809.21,6610.59
"2904350220203","LN003",2020-03-11,"1-66970761",287879,49,93097.54,92173.68,923.86
"2904350220203","LN004",2020-03-11,"1-66970761",287749,31,39635.82,37400.23,2235.59
"2904350220203","LN005",2020-03-11,"1-66970761",287849,49,46892.17,43670.79,3221.38
"2904350220203","LN006",2020-03-11,"1-66970761",287892,49,21249.28,13394.92,7854.35
"2904350220203","LN007",2020-03-11,"1-66970761",287711,45,42548.35,37063.6,5484.74
"2904350320203","LN001",2020-03-12,"1-66970667",288004,36,37494.83,37237.99,256.83
"2904350320203","LN002",2020-03-12,"1-66970667",287917,3,93963.52,84308.9,9654.62
"2904350320203","LN003",2020-03-12,"1-66970667",287907,62,66038.25,61092.2,4946.05
"2904350320203","LN004",2020-03-12,"1-66970667",287927,49,20780.78,13523.78,7256.99
"2904350320203","LN005",2020-03-12,"1-66970667",287897,39,25445.53,21756.16,3689.37
"2904350320203","LN006",2020-03-12,"1-66970667",287977,61,29321.39,20631.08,8690.3
"2904350320203","LN007",2020-03-12,"1-66970667",287944,26,64854.51,63949.12,905.38
"2904350320203","LN008",2020-03-12,"1-66970667",287966,35,50924.57,50663.4,261.17
"2904350320203","LN009",2020-03-12,"1-66970667",287933,73,82697.84,74149.06,8548.78
"2904350420203","LN001",2020-03-13,"1-66970489",287955,32,19044.76,17247.3,1797.45
"2904350420203","LN002",2020-03-13,"1-66970489",287951,25,41355.34,31653.09,9702.24
"2904350420203","LN003",2020-03-13,"1-66970489",287921,31,59940.25,55384.5,4555.75
"2904350420203","LN004",2020-03-13,"1-66970489",287911,5,51388.4,50403.37,985.02
"2904350420203","LN005",2020-03-13,"1-66970489",287901,22,72954.93,72725.37,229.55
"2904350420203","LN006",2020-03-13,"1-66970489",287992,56,18707.99,12681.65,6026.34
"2904350420203","LN007",2020-03-13,"1-66970489",287993,61,99065.58,91777.83,7287.75
"2904350520203","LN001",2020-03-14,"1-66970586",287922,56,63106.91,56454.25,6652.65
"2904350520203","LN002",2020-03-14,"1-66970586",287912,9,60025.1,57136.65,2888.45
"2904350520203","LN003",2020-03-14,"1-66970586",287903,13,90830.26,83846.81,6983.44
"2904350520203","LN004",2020-03-14,"1-66970586",287794,26,99034.92,94010.87,5024.05
"2904350520203","LN005",2020-03-14,"1-66970586",287774,17,95902.25,94942.08,960.16
"2904350520203","LN006",2020-03-14,"1-66970586",287772,22,33332.24,32464.59,867.65
"2904350520203","LN007",2020-03-14,"1-66970586",287867,41,42432.8,42024.53,408.26
"2904350520203","LN008",2020-03-14,"1-66970586",287767,67,12163.84,5003.18,7160.65
"2904350520203","LN009",2020-03-14,"1-66970586",287781,13,102527.74,98045.12,4482.61
"2904350620203","LN001",2020-03-17,"1-66970593",287778,53,58648.7,57535.69,1113
"2904350620203","LN002",2020-03-17,"1-66970593",287798,34,21985.77,17840.84,4144.93
"2904350620203","LN003",2020-03-17,"1-66970593",287876,54,89454.92,81232.02,8222.9
"2904350620203","LN004",2020-03-17,"1-66970593",287782,44,35379.53,31478.29,3901.24
"2904350620203","LN005",2020-03-17,"1-66970593",287779,70,57162.36,48115.13,9047.22
"2904350720203","LN001",2020-03-18,"1-66970413",287799,63,93737.51,85012.92,8724.59
"2904350720203","LN002",2020-03-18,"1-66970413",287787,31,12815.8,2856.91,9958.89
"2904350720203","LN003",2020-03-18,"1-66970413",287792,27,101066.76,96362.14,4704.62
"2904350720203","LN004",2020-03-18,"1-66970413",287802,60,67086.68,66770.93,315.75
"2904350720203","LN005",2020-03-18,"1-66970413",287924,2,76129.49,71502.22,4627.26
"2904350720203","LN006",2020-03-18,"1-66970413",287915,19,87499.78,84314.21,3185.56
"2904350720203","LN007",2020-03-18,"1-66970413",287905,7,71941.5,68079.67,3861.83
"2904350820203","LN001",2020-03-19,"1-66970669",287994,7,49448.99,43564.41,5884.58
"2904350820203","LN002",2020-03-19,"1-66970669",287918,9,97489.02,90163.91,7325.11
"2904350820203","LN003",2020-03-19,"1-66970669",287908,65,47660.84,39695.67,7965.17
"2904350820203","LN004",2020-03-19,"1-66970669",287898,52,93610.87,86994.94,6615.93
"2904350820203","LN005",2020-03-19,"1-66970669",288002,67,48587.03,48289.7,297.32
"2904350820203","LN006",2020-03-19,"1-66970669",287996,15,16413.08,14517.27,1895.81
"2904350820203","LN007",2020-03-19,"1-66970669",287865,27,37032.17,28184.63,8847.53
"2904350920203","LN001",2020-03-20,"1-66970709",287737,74,28720.09,21386.17,7333.91
"2904350920203","LN002",2020-03-20,"1-66970709",287702,1,9472.07,4672.27,4799.79
"2904350920203","LN003",2020-03-20,"1-66970709",287726,26,57766.65,56138.58,1628.07
"2904350920203","LN004",2020-03-20,"1-66970709",287765,58,70251.96,62645.31,7606.64
"2904350920203","LN005",2020-03-20,"1-66970709",287880,24,65466.33,62373.09,3093.24
"2904350920203","LN006",2020-03-20,"1-66970709",287978,35,57024.16,56253.86,770.3
"2904350920203","LN007",2020-03-20,"1-66970709",287945,15,91056.26,86882.52,4173.74
"2904351020203","LN001",2020-03-21,"1-66970478",287967,48,71443.18,70695.67,747.51
"2904351020203","LN002",2020-03-21,"1-66970478",287934,42,26995.37,23016,3979.37
"2904351020203","LN003",2020-03-21,"1-66970478",287956,33,97694.53,90299.72,7394.8
"2904351020203","LN004",2020-03-21,"1-66970478",287962,18,27880.24,25480.93,2399.3
"2904351020203","LN005",2020-03-21,"1-66970478",287871,20,102863.28,93110.62,9752.66
"2904351020203","LN006",2020-03-21,"1-66970478",287742,27,57303.94,55803.37,1500.56
"2904351120203","LN001",2020-03-24,"1-66970643",287884,4,73642.93,63608.01,10034.92
"2904351120203","LN002",2020-03-24,"1-66970643",287770,47,21157.3,15006.77,6150.52
"2904351120203","LN003",2020-03-24,"1-66970643",287703,69,62690.21,61047.47,1642.73
"2904351120203","LN004",2020-03-24,"1-66970643",287869,41,82852.06,74337.03,8515.02
"2904351120203","LN005",2020-03-24,"1-66970643",287741,10,42087.8,38942.67,3145.12
"2904351120203","LN006",2020-03-24,"1-66970643",287883,29,23287.42,14679.48,8607.94
"2904351220203","LN001",2020-03-25,"1-66970623",287769,24,28993.84,20646.89,8346.95
"2904351220203","LN002",2020-03-25,"1-66970623",287700,22,12124.39,6809.24,5315.14
"2904351220203","LN003",2020-03-25,"1-66970623",287990,63,58955.63,55983.03,2972.59
"2904351220203","LN004",2020-03-25,"1-66970623",287878,24,87864.66,85954.39,1910.27
"2904351220203","LN005",2020-03-25,"1-66970623",287797,38,28801.4,25351.63,3449.77
"2904351220203","LN006",2020-03-25,"1-66970623",287776,64,12166.14,6904.83,5261.3
"2904351220203","LN007",2020-03-25,"1-66970623",287784,1,79357.67,71344.48,8013.18
"2904351320203","LN001",2020-03-26,"1-66970811",287780,74,15287.76,7375.13,7912.62
"2904351320203","LN002",2020-03-26,"1-66970811",287748,50,104223.08,94572.08,9651
"2904351320203","LN003",2020-03-26,"1-66970811",287777,18,92377.89,89427.07,2950.82
"2904351320203","LN004",2020-03-26,"1-66970811",287890,70,92677.36,87375.96,5301.4
"2904351320203","LN005",2020-03-26,"1-66970811",287795,54,69582.48,65281.28,4301.19
"2904351320203","LN006",2020-03-26,"1-66970811",287710,55,15717.7,15372.62,345.08
"2904351420203","LN001",2020-03-27,"1-66970354",287837,17,48424.14,43168.65,5255.48
"2904351420203","LN002",2020-03-27,"1-66970354",287878,64,85948.22,83886.76,2061.45
"2904351420203","LN003",2020-03-27,"1-66970354",287797,2,7822.67,6895.61,927.05
"2904351420203","LN004",2020-03-27,"1-66970354",287776,41,34735.68,27375.81,7359.86
"2904351420203","LN005",2020-03-27,"1-66970354",287784,34,30442.8,26435.85,4006.94
"2904351420203","LN006",2020-03-27,"1-66970354",287780,45,26742.38,26348.03,394.34
"2904351520203","LN001",2020-03-28,"1-66970458",287748,41,86155.85,82311.15,3844.69
"2904351520203","LN002",2020-03-28,"1-66970458",287777,44,7575.09,2261.07,5314.02
