"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
29043541,"LN001",2018-05-01,"1-66970731",287881,6,8004.5,6621.25,1383.25
29043541,"LN002",2018-05-01,"1-66970731",287982,2,1499.6,1200.5,299.1
29043541,"LN003",2018-05-01,"1-66970731",287850,9,11177,9265,1912
29043541,"LN004",2018-05-01,"1-66970731",287983,2,1454,1162.5,291.5
29043541,"LN005",2018-05-01,"1-66970731",287976,2,1511.3,1210.25,301.05
29043541,"LN006",2018-05-01,"1-66970731",287943,6,354.26,246.05,108.21
29043541,"LN007",2018-05-01,"1-66970731",287965,6,6834.5,5646.25,1188.25
29043542,"LN001",2018-05-02,"1-66970733",287932,6,351.92,244.1,107.82
29043542,"LN002",2018-05-02,"1-66970733",287954,7,8843.24,7320.2,1523.04
29043542,"LN003",2018-05-02,"1-66970733",287940,21,756.92,581.6,175.32
29043542,"LN004",2018-05-02,"1-66970733",287863,26,19565,16255,3310
29043542,"LN005",2018-05-02,"1-66970733",287735,2,1580.46,1267.88,312.58
29043542,"LN006",2018-05-02,"1-66970733",287699,5,6421.4,5302,1119.4
29043542,"LN007",2018-05-02,"1-66970733",287724,16,1004.96,788.3,216.66
29043542,"LN008",2018-05-02,"1-66970733",287763,12,18980.6,15768,3212.6
29043543,"LN001",2018-05-05,"1-66970728",287859,2,1784.6,1438,346.6
29043543,"LN002",2018-05-05,"1-66970728",287805,8,12102.2,10036,2066.2
29043543,"LN003",2018-05-05,"1-66970728",287950,2,1454,1162.5,291.5
29043543,"LN004",2018-05-05,"1-66970728",287972,5,5480.6,4518,962.6
29043543,"LN005",2018-05-05,"1-66970728",287939,6,8663,7170,1493
29043543,"LN006",2018-05-05,"1-66970728",287961,24,39615.8,32964,6651.8
29043544,"LN001",2018-05-06,"1-66970732",287809,27,43253.6,35995.5,7258.1
29043544,"LN002",2018-05-06,"1-66970732",287981,15,22707.2,18873.5,3833.7
29043544,"LN003",2018-05-06,"1-66970732",287948,6,8151.5,6743.75,1407.75
29043544,"LN004",2018-05-06,"1-66970732",287970,5,6943.4,5737,1206.4
29043544,"LN005",2018-05-06,"1-66970732",287881,16,22479.5,18683.75,3795.75
29043544,"LN006",2018-05-06,"1-66970732",287982,4,4091.6,3360.5,731.1
29043545,"LN001",2018-05-07,"1-66970730",287850,3,1715,1380,335
29043545,"LN002",2018-05-07,"1-66970730",287983,4,2540,2067.5,472.5
29043545,"LN003",2018-05-07,"1-66970730",287976,11,403.52,287.1,116.42
29043545,"LN004",2018-05-07,"1-66970730",287943,13,492.82,361.52,131.3
29043545,"LN005",2018-05-07,"1-66970730",287965,6,409.64,292.2,117.44
29043545,"LN006",2018-05-07,"1-66970730",287932,6,388.46,274.55,113.91
