"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"2904349520193","LN001",2019-03-01,"1-66970731",287899,57,33345.55,31383,1962.54
"2904349520193","LN002",2019-03-01,"1-66970731",287902,57,71721.39,66141.38,5580
"2904349520193","LN003",2019-03-01,"1-66970731",287854,61,99243.22,98648.13,595.09
"2904349520193","LN004",2019-03-01,"1-66970731",287687,61,90734.19,87787.23,2946.96
"2904349520193","LN005",2019-03-01,"1-66970731",287691,61,62765.57,54968.92,7796.65
"2904349520193","LN006",2019-03-01,"1-66970731",287715,61,67895.06,64553.4,3341.65
"2904349520193","LN007",2019-03-01,"1-66970731",287754,49,7739.99,5838.76,1901.23
"2904349620193","LN001",2019-03-02,"1-66970733",287717,61,54957.9,51820.34,3137.55
"2904349620193","LN002",2019-03-02,"1-66970733",287980,61,51989.64,45911.25,6078.39
"2904349620193","LN003",2019-03-02,"1-66970733",287947,61,18476.14,10592.3,7883.83
"2904349620193","LN004",2019-03-02,"1-66970733",287969,49,26411.03,17433.83,8977.19
"2904349620193","LN005",2019-03-02,"1-66970733",287936,49,52285,46089.6,6195.39
"2904349620193","LN006",2019-03-02,"1-66970733",287958,33,81236.74,75300.64,5936.1
"2904349620193","LN007",2019-03-02,"1-66970733",287806,33,12798.91,11661.15,1137.75
"2904349620193","LN008",2019-03-02,"1-66970733",287860,61,51601.82,51032.84,568.97
"2904349720193","LN001",2019-03-04,"1-66970728",287732,61,58305.74,48621.48,9684.26
"2904349720193","LN002",2019-03-04,"1-66970728",287696,61,23984.36,17954.1,6030.25
"2904349720193","LN003",2019-03-04,"1-66970728",287721,61,79359.74,76888.7,2471.04
"2904349720193","LN004",2019-03-04,"1-66970728",287759,49,32013.62,29992.39,2021.22
"2904349720193","LN005",2019-03-04,"1-66970728",287974,51,81419.06,73787.81,7631.24
"2904349720193","LN006",2019-03-04,"1-66970728",287941,51,76113.87,69120.76,6993.1
"2904349820193","LN001",2019-03-05,"1-66970732",287963,51,65808.4,61154.5,4653.89
"2904349820193","LN002",2019-03-05,"1-66970732",287930,51,107127.49,97389.14,9738.35
"2904349820193","LN003",2019-03-05,"1-66970732",287952,33,66782.99,58233.94,8549.04
"2904349820193","LN004",2019-03-05,"1-66970732",287928,57,38045.19,29751.99,8293.2
"2904349820193","LN005",2019-03-05,"1-66970732",287866,57,81834.42,72565.56,9268.85
"2904349820193","LN006",2019-03-05,"1-66970732",287738,49,54714.02,50218.63,4495.39
"2904349920193","LN001",2019-03-06,"1-66970730",287727,61,78736.43,76533.43,2202.99
"2904349920193","LN002",2019-03-06,"1-66970730",287766,61,16613.54,11584.42,5029.11
"2904349920193","LN003",2019-03-06,"1-66970730",287891,61,23331.7,16030.57,7301.12
"2904349920193","LN004",2019-03-06,"1-66970730",287989,57,73231.64,66946.78,6284.86
"2904349920193","LN005",2019-03-06,"1-66970730",287987,57,28573.05,26812.06,1760.99
"2904349920193","LN006",2019-03-06,"1-66970730",287995,61,22309.49,19891.34,2418.15
"2904350020193","LN001",2019-03-07,"1-66970729",287786,61,72485.78,71566.76,919.02
"2904350020193","LN002",2019-03-07,"1-66970729",287791,61,44076.35,37713.89,6362.45
"2904350020193","LN003",2019-03-07,"1-66970729",287986,61,100447.5,98682.04,1765.46
"2904350020193","LN004",2019-03-07,"1-66970729",287984,61,12022.09,2995.14,9026.94
"2904350120193","LN001",2019-03-10,"1-66970826",287991,61,85618.3,82821.17,2797.12
"2904350120193","LN002",2019-03-10,"1-66970826",287988,61,94437.76,93328.79,1108.97
"2904350120193","LN003",2019-03-10,"1-66970826",288005,61,60310.79,58384.54,1926.24
"2904350120193","LN004",2019-03-10,"1-66970826",288003,61,85028.55,84724.75,303.8
"2904350120193","LN005",2019-03-10,"1-66970826",287835,61,76427.54,75972.75,454.78
"2904350120193","LN006",2019-03-10,"1-66970826",287815,61,91348.52,82007.37,9341.14
"2904350120193","LN007",2019-03-10,"1-66970826",287828,61,10929.23,2707.31,8221.92
"2904350120193","LN008",2019-03-10,"1-66970826",287843,61,28136.67,26356.95,1779.72
"2904350220193","LN001",2019-03-11,"1-66970761",287821,61,100626.2,94423.45,6202.74
"2904350220193","LN002",2019-03-11,"1-66970761",287811,61,33523.8,27350.36,6173.44
"2904350220193","LN003",2019-03-11,"1-66970761",287879,61,10735.83,9840.3,895.52
"2904350220193","LN004",2019-03-11,"1-66970761",287749,49,51801.55,44589.96,7211.59
"2904350220193","LN005",2019-03-11,"1-66970761",287849,61,102282.93,95882.38,6400.54
"2904350220193","LN006",2019-03-11,"1-66970761",287892,49,108776.78,99480.45,9296.32
"2904350220193","LN007",2019-03-11,"1-66970761",287711,46,61767.85,59501.63,2266.22
"2904350320193","LN001",2019-03-12,"1-66970667",288004,5,59605.41,55632.61,3972.8
"2904350320193","LN002",2019-03-12,"1-66970667",287917,11,10201.3,5173.76,5027.53
