"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
190436055,"LN001",2018-01-01,"1-66970369",287777,56,88956,74130,14826
190436055,"LN002",2018-01-01,"1-66970369",287890,56,88956,74130,14826
190436055,"LN003",2018-01-01,"1-66970369",287795,60,92880,77400,15480
190436055,"LN004",2018-01-01,"1-66970369",287710,60,92880,77400,15480
190436055,"LN005",2018-01-01,"1-66970369",287837,60,92880,77400,15480
190436055,"LN006",2018-01-01,"1-66970369",287817,60,92880,77400,15480
190436055,"LN007",2018-01-01,"1-66970369",287830,48,75168,62640,12528
190436056,"LN001",2018-01-02,"1-66970342",287845,60,86040,71700,14340
190436056,"LN002",2018-01-02,"1-66970342",287824,60,86040,71700,14340
190436056,"LN003",2018-01-02,"1-66970342",287833,60,86040,71700,14340
190436056,"LN004",2018-01-02,"1-66970342",287796,48,69393.6,57828,11565.6
190436056,"LN005",2018-01-02,"1-66970342",287775,48,69393.6,57828,11565.6
190436056,"LN006",2018-01-02,"1-66970342",287773,32,49618.94,41349.12,8269.82
190436056,"LN007",2018-01-02,"1-66970342",287877,32,49618.94,41349.12,8269.82
190436056,"LN008",2018-01-02,"1-66970342",287783,60,97002,80835,16167
190436057,"LN001",2018-01-03,"1-66970383",287747,60,97002,80835,16167
190436057,"LN002",2018-01-03,"1-66970383",287789,60,97002,80835,16167
190436057,"LN003",2018-01-03,"1-66970383",287889,60,97002.01,80835,16167.01
190436057,"LN004",2018-01-03,"1-66970383",287800,48,69393.6,57828,11565.6
190436057,"LN005",2018-01-03,"1-66970383",287709,50,41220,34350,6870
190436057,"LN006",2018-01-03,"1-66970383",287858,50,41220,34350,6870
190436058,"LN001",2018-01-06,"1-66970428",287731,50,41220,34350,6870
190436058,"LN002",2018-01-06,"1-66970428",287695,50,41220,34350,6870
190436058,"LN003",2018-01-06,"1-66970428",287720,32,49618.94,41349.12,8269.82
190436058,"LN004",2018-01-06,"1-66970428",287758,56,88956,74130,14826
190436058,"LN005",2018-01-06,"1-66970428",287761,56,88956,74130,14826
190436058,"LN006",2018-01-06,"1-66970428",288007,48,69393.6,57828,11565.6
190436059,"LN001",2018-01-07,"1-66970484",288008,60,92880,77400,15480
190436059,"LN002",2018-01-07,"1-66970484",288009,60,92880,77400,15480
190436059,"LN003",2018-01-07,"1-66970484",288011,60,103140,85950,17190
190436059,"LN004",2018-01-07,"1-66970484",288012,56,98616,82180,16436
190436059,"LN005",2018-01-07,"1-66970484",288013,56,98616,82180,16436
190436059,"LN006",2018-01-07,"1-66970484",288014,60,103140,85950,17190
190436060,"LN001",2018-01-08,"1-66970520",288015,60,103140,85950,17190
190436060,"LN002",2018-01-08,"1-66970520",287777,60,103140,85950,17190
190436060,"LN003",2018-01-08,"1-66970520",287890,60,103140,85950,17190
190436060,"LN004",2018-01-08,"1-66970520",287795,60,103140,85950,17190
190436061,"LN001",2018-01-09,"1-66970546",287710,60,92880,77400,15480
190436061,"LN002",2018-01-09,"1-66970546",287837,60,92880,77400,15480
190436061,"LN003",2018-01-09,"1-66970546",287817,60,92880,77400,15480
190436061,"LN004",2018-01-09,"1-66970546",287830,60,92880,77400,15480
190436061,"LN005",2018-01-09,"1-66970546",287845,60,103140,85950,17190
190436061,"LN006",2018-01-09,"1-66970546",287824,60,103140,85950,17190
190436061,"LN007",2018-01-09,"1-66970546",287833,60,92880,77400,15480
190436061,"LN008",2018-01-09,"1-66970546",287796,60,92880,77400,15480
190436062,"LN001",2018-01-10,"1-66970670",287775,60,95238,79365,15873
190436062,"LN002",2018-01-10,"1-66970670",287773,60,95238,79365,15873
190436062,"LN003",2018-01-10,"1-66970670",287877,60,95238,79365,15873
190436062,"LN004",2018-01-10,"1-66970670",287783,48,75168,62640,12528
190436062,"LN005",2018-01-10,"1-66970670",287747,60,86040,71700,14340
190436062,"LN006",2018-01-10,"1-66970670",287789,48,69393.6,57828,11565.6
190436062,"LN007",2018-01-10,"1-66970670",287889,45,69245.28,57704.4,11540.88
190436063,"LN001",2018-01-13,"1-66970749",287800,4,3300,2750,550
190436063,"LN002",2018-01-13,"1-66970749",287709,10,338.52,282.1,56.42
190436063,"LN003",2018-01-13,"1-66970749",287858,14,10920,9100,1820
190436063,"LN004",2018-01-13,"1-66970749",287731,48,37440,31200,6240
