"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
290435640,"LN001",2018-07-01,"1-66970752",287801,11,798.32,616.1,182.22
290435640,"LN002",2018-07-01,"1-66970752",287739,11,685.28,521.9,163.38
290435640,"LN003",2018-07-01,"1-66970752",287985,11,685.28,521.9,163.38
290435640,"LN004",2018-07-01,"1-66970752",287838,3,2847.2,2323.5,523.7
290435640,"LN005",2018-07-01,"1-66970752",287818,3,2777,2265,512
290435640,"LN006",2018-07-01,"1-66970752",287831,2,1728.2,1391,337.2
290435640,"LN007",2018-07-01,"1-66970752",287812,2,1684.4,1354.5,329.9
290435641,"LN001",2018-07-02,"1-66970469",287825,11,621.44,468.7,152.74
290435641,"LN002",2018-07-02,"1-66970469",287840,2,1561.4,1252,309.4
290435641,"LN003",2018-07-02,"1-66970469",287788,13,493.26,361.88,131.38
290435641,"LN004",2018-07-02,"1-66970469",287793,6,223.28,136.9,86.38
290435641,"LN005",2018-07-02,"1-66970469",287803,5,5933.29,4895.24,1038.05
290435641,"LN006",2018-07-02,"1-66970469",287804,11,709.4,542,167.4
290435641,"LN007",2018-07-02,"1-66970469",287949,3,2938.4,2399.5,538.9
290435641,"LN008",2018-07-02,"1-66970469",287971,3,3036.8,2481.5,555.3
290435642,"LN001",2018-07-03,"1-66970467",287938,9,11193.8,9279,1914.8
290435642,"LN002",2018-07-03,"1-66970467",287960,2,1513.4,1212,301.4
290435642,"LN003",2018-07-03,"1-66970467",287808,2,1421,1135,286
290435642,"LN004",2018-07-03,"1-66970467",287975,6,362.18,252.65,109.53
290435642,"LN005",2018-07-03,"1-66970467",287942,13,947.58,740.48,207.1
290435642,"LN006",2018-07-03,"1-66970467",287964,7,450.34,326.12,124.22
290435643,"LN001",2018-07-04,"1-66970400",287931,57,89021,74135,14886
290435643,"LN002",2018-07-04,"1-66970400",287953,57,89021,74135,14886
290435643,"LN003",2018-07-04,"1-66970400",287929,61,92945,77405,15540
290435643,"LN004",2018-07-04,"1-66970400",287923,61,92945,77405,15540
290435643,"LN005",2018-07-04,"1-66970400",287801,61,92945,77405,15540
290435643,"LN006",2018-07-04,"1-66970400",287739,61,92945,77405,15540
290435644,"LN001",2018-07-07,"1-66970807",287985,49,75233,62645,12588
290435644,"LN002",2018-07-07,"1-66970807",287838,61,86105,71705,14400
290435644,"LN003",2018-07-07,"1-66970807",287818,61,86105,71705,14400
290435644,"LN004",2018-07-07,"1-66970807",287831,61,86105,71705,14400
290435644,"LN005",2018-07-07,"1-66970807",287812,49,69458.6,57833,11625.6
290435644,"LN006",2018-07-07,"1-66970807",287825,49,69458.6,57833,11625.6
290435645,"LN001",2018-07-08,"1-66970420",287840,33,49683.94,41354.12,8329.82
290435645,"LN002",2018-07-08,"1-66970420",287788,33,49683.94,41354.12,8329.82
290435645,"LN003",2018-07-08,"1-66970420",287793,61,97067,80840,16227
290435645,"LN004",2018-07-08,"1-66970420",287803,61,97067,80840,16227
290435646,"LN001",2018-07-09,"1-66970645",287804,61,97067,80840,16227
290435646,"LN002",2018-07-09,"1-66970645",287949,61,97067.01,80840,16227.01
290435646,"LN003",2018-07-09,"1-66970645",287971,49,69458.6,57833,11625.6
290435646,"LN004",2018-07-09,"1-66970645",287938,51,41285,34355,6930
290435646,"LN005",2018-07-09,"1-66970645",287960,51,41285,34355,6930
290435646,"LN006",2018-07-09,"1-66970645",287808,51,41285,34355,6930
290435646,"LN007",2018-07-09,"1-66970645",287975,51,41285,34355,6930
290435646,"LN008",2018-07-09,"1-66970645",287942,33,49683.94,41354.12,8329.82
290435647,"LN001",2018-07-10,"1-66970791",287964,57,89021,74135,14886
290435647,"LN002",2018-07-10,"1-66970791",287931,57,89021,74135,14886
290435647,"LN003",2018-07-10,"1-66970791",287953,49,69458.6,57833,11625.6
290435647,"LN004",2018-07-10,"1-66970791",287929,61,92945,77405,15540
290435647,"LN005",2018-07-10,"1-66970791",287923,61,92945,77405,15540
290435647,"LN006",2018-07-10,"1-66970791",287801,61,103205,85955,17250
290435647,"LN007",2018-07-10,"1-66970791",287739,57,98681,82185,16496
290435648,"LN001",2018-07-11,"1-66970647",287985,57,98681,82185,16496
290435648,"LN002",2018-07-11,"1-66970647",287838,61,103205,85955,17250
290435648,"LN003",2018-07-11,"1-66970647",287818,61,103205,85955,17250
290435648,"LN004",2018-07-11,"1-66970647",287831,61,103205,85955,17250
290435648,"LN005",2018-07-11,"1-66970647",287812,61,103205,85955,17250
290435648,"LN006",2018-07-11,"1-66970647",287825,61,103205,85955,17250
290435648,"LN007",2018-07-11,"1-66970647",287840,61,92945,77405,15540
290435648,"LN008",2018-07-11,"1-66970647",287788,61,92945,77405,15540
290435648,"LN009",2018-07-11,"1-66970647",287793,61,92945,77405,15540
290435649,"LN001",2018-07-14,"1-66970406",287803,61,92945,77405,15540
290435649,"LN002",2018-07-14,"1-66970406",287804,61,103205,85955,17250
290435649,"LN003",2018-07-14,"1-66970406",287949,61,103205,85955,17250
290435649,"LN004",2018-07-14,"1-66970406",287971,61,92945,77405,15540
290435649,"LN005",2018-07-14,"1-66970406",287938,61,92945,77405,15540
290435649,"LN006",2018-07-14,"1-66970406",287960,61,95303,79370,15933
290435649,"LN007",2018-07-14,"1-66970406",287808,61,95303,79370,15933
290435650,"LN001",2018-07-15,"1-66970615",287975,61,95303,79370,15933
290435650,"LN002",2018-07-15,"1-66970615",287942,49,75233,62645,12588
290435650,"LN003",2018-07-15,"1-66970615",287964,61,86105,71705,14400
290435650,"LN004",2018-07-15,"1-66970615",287931,49,69458.6,57833,11625.6
290435650,"LN005",2018-07-15,"1-66970615",287953,46,69310.28,57709.4,11600.88
290435650,"LN006",2018-07-15,"1-66970615",287929,5,3365,2755,610
290435650,"LN007",2018-07-15,"1-66970615",287923,11,403.52,287.1,116.42
290435650,"LN008",2018-07-15,"1-66970615",287801,15,10985,9105,1880
