"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"290435789202010","LN001",2020-10-01,"1-66970618",287843,51,95241.48,93242.4,1999.08
"290435789202010","LN002",2020-10-01,"1-66970618",287821,64,28194.32,20771.29,7423.03
"290435789202010","LN003",2020-10-01,"1-66970618",287811,75,72987.66,71008.3,1979.35
"290435789202010","LN004",2020-10-01,"1-66970618",287879,13,92405.33,83298.3,9107.03
"290435789202010","LN005",2020-10-01,"1-66970618",287749,59,55419.37,49704.14,5715.22
"290435789202010","LN006",2020-10-01,"1-66970618",287849,18,4672.95,1460.97,3211.97
"290435789202010","LN007",2020-10-01,"1-66970618",287892,44,31511.19,24714.49,6796.7
"290435790202010","LN001",2020-10-02,"1-66970582",287711,47,41678.67,36433.97,5244.69
"290435790202010","LN002",2020-10-02,"1-66970582",288004,50,61838.93,55533.68,6305.25
"290435790202010","LN003",2020-10-02,"1-66970582",287917,10,94752.98,84813.14,9939.84
"290435790202010","LN004",2020-10-02,"1-66970582",287907,31,56172.1,54852.28,1319.82
"290435790202010","LN005",2020-10-02,"1-66970582",287927,24,93718.6,85904.59,7814
"290435790202010","LN006",2020-10-02,"1-66970582",287897,35,33062.43,32391.7,670.73
"290435790202010","LN007",2020-10-02,"1-66970582",287977,67,54026.46,45814.61,8211.84
"290435790202010","LN008",2020-10-02,"1-66970582",287944,2,53549.39,44810.71,8738.67
"290435791202010","LN001",2020-10-03,"1-66970583",287966,41,50537.07,49315.21,1221.85
"290435791202010","LN002",2020-10-03,"1-66970583",287933,25,87409.55,81064.93,6344.61
"290435791202010","LN003",2020-10-03,"1-66970583",287955,29,84535.98,80035.79,4500.18
"290435791202010","LN004",2020-10-03,"1-66970583",287951,38,10688.09,7990.74,2697.34
"290435791202010","LN005",2020-10-03,"1-66970583",287921,55,12021.56,9029.44,2992.12
"290435791202010","LN006",2020-10-03,"1-66970583",287911,60,49570.42,47501.39,2069.02
"290435792202010","LN001",2020-10-06,"1-66970387",287843,67,43163.49,36029.71,7133.77
"290435792202010","LN002",2020-10-06,"1-66970387",287821,40,104624.33,96025.62,8598.7
"290435792202010","LN003",2020-10-06,"1-66970387",287811,52,58549.45,56532.75,2016.7
"290435792202010","LN004",2020-10-06,"1-66970387",287879,39,84413.31,83668.43,744.87
"290435792202010","LN005",2020-10-06,"1-66970387",287749,33,48817.3,48469.37,347.93
"290435792202010","LN006",2020-10-06,"1-66970387",287849,23,89132.15,86714.37,2417.77
"290435793202010","LN001",2020-10-07,"1-66970444",287892,8,103920.88,97076.74,6844.13
"290435793202010","LN002",2020-10-07,"1-66970444",287711,53,80461.31,74208.82,6252.48
"290435793202010","LN003",2020-10-07,"1-66970444",288004,26,99849.06,94027.91,5821.14
"290435793202010","LN004",2020-10-07,"1-66970444",287917,16,23912.88,22653.56,1259.31
"290435793202010","LN005",2020-10-07,"1-66970444",287907,2,66844.12,62836.27,4007.84
"290435793202010","LN006",2020-10-07,"1-66970444",287927,29,68337.77,66336.86,2000.9
"290435794202010","LN001",2020-10-08,"1-66970735",287897,21,43386.12,40080.84,3305.28
"290435794202010","LN002",2020-10-08,"1-66970735",287977,47,42527.15,38333.22,4193.92
"290435794202010","LN003",2020-10-08,"1-66970735",287944,48,39052.73,35886.54,3166.18
"290435794202010","LN004",2020-10-08,"1-66970735",287966,2,40945.19,34321.79,6623.4
"290435795202010","LN001",2020-10-09,"1-66970377",287933,65,95500.95,86649.51,8851.43
"290435795202010","LN002",2020-10-09,"1-66970377",287955,47,78665.85,73290.1,5375.74
"290435795202010","LN003",2020-10-09,"1-66970377",287951,47,77241.31,72115.58,5125.72
"290435795202010","LN004",2020-10-09,"1-66970377",287921,59,75140.57,66695,8445.56
"290435795202010","LN005",2020-10-09,"1-66970377",287911,33,16121.69,14221.06,1900.63
"290435795202010","LN006",2020-10-09,"1-66970377",287843,9,53397.9,44105.3,9292.59
"290435795202010","LN007",2020-10-09,"1-66970377",287821,54,41872.59,41079.93,792.65
"290435795202010","LN008",2020-10-09,"1-66970377",287811,74,71231.86,66121.3,5110.56
"290435796202010","LN001",2020-10-10,"1-66970486",287879,1,68214.45,58801.15,9413.3
"290435796202010","LN002",2020-10-10,"1-66970486",287749,56,31380.28,24828.83,6551.44
"290435796202010","LN003",2020-10-10,"1-66970486",287849,72,35626.84,32487.9,3138.93
"290435796202010","LN004",2020-10-10,"1-66970486",287892,2,85448.79,85306.48,142.31
"290435796202010","LN005",2020-10-10,"1-66970486",287711,71,12426.8,10244.21,2182.58
"290435796202010","LN006",2020-10-10,"1-66970486",288004,36,12865.41,6690.96,6174.44
"290435796202010","LN007",2020-10-10,"1-66970486",287917,60,15564.21,8391.88,7172.32
"290435797202010","LN001",2020-10-13,"1-66970396",287907,45,42516.23,36090.82,6425.4
"290435797202010","LN002",2020-10-13,"1-66970396",287927,72,49466.61,45251.75,4214.86
"290435797202010","LN003",2020-10-13,"1-66970396",287897,6,31831.97,24755.27,7076.69
"290435797202010","LN004",2020-10-13,"1-66970396",287977,9,81897.35,75038.37,6858.97
"290435797202010","LN005",2020-10-13,"1-66970396",287944,54,84731.7,81261.87,3469.83
"290435797202010","LN006",2020-10-13,"1-66970396",287966,61,50446.62,44238.74,6207.88
"290435797202010","LN007",2020-10-13,"1-66970396",287933,65,90125.01,83062.65,7062.36
"290435797202010","LN008",2020-10-13,"1-66970396",287955,63,45752.95,42517.62,3235.33
"290435797202010","LN009",2020-10-13,"1-66970396",287951,64,67258.51,65027.91,2230.59
"290435798202010","LN001",2020-10-14,"1-66970587",287921,69,39744.05,38138.07,1605.97
"290435798202010","LN002",2020-10-14,"1-66970587",287911,30,18619.15,11842.84,6776.3
"290435798202010","LN003",2020-10-14,"1-66970587",287843,22,59082.18,57019.95,2062.23
"290435798202010","LN004",2020-10-14,"1-66970587",287821,14,92061.2,84905.62,7155.58
"290435798202010","LN005",2020-10-14,"1-66970587",287811,17,75993.73,69092.27,6901.46
"290435798202010","LN006",2020-10-14,"1-66970587",287879,17,5914.82,3317.86,2596.96
"290435798202010","LN007",2020-10-14,"1-66970587",287749,8,82288.29,77419.89,4868.39
"290435799202010","LN001",2020-10-15,"1-66970771",287849,14,67969.53,63083.45,4886.08
"290435799202010","LN002",2020-10-15,"1-66970771",287892,68,95644.85,91276.09,4368.76
"290435799202010","LN003",2020-10-15,"1-66970771",287711,22,91990.4,87534.4,4456
"290435799202010","LN004",2020-10-15,"1-66970771",288004,47,23799.92,15482.61,8317.3
"290435799202010","LN005",2020-10-15,"1-66970771",287917,71,58484.68,49265.91,9218.77
"290435799202010","LN006",2020-10-15,"1-66970771",287907,17,14078.36,6348.06,7730.3
"290435799202010","LN007",2020-10-15,"1-66970771",287927,54,53544.08,46160.09,7383.98
"290435799202010","LN008",2020-10-15,"1-66970771",287897,15,11860.64,10650.05,1210.58
"290435799202010","LN009",2020-10-15,"1-66970771",287977,52,30622.18,26615.9,4006.28
"290435800202010","LN001",2020-10-16,"1-66970818",287944,48,65881.53,57091.56,8789.97
"290435800202010","LN002",2020-10-16,"1-66970818",287966,67,95766.45,93772.2,1994.24
"290435800202010","LN003",2020-10-16,"1-66970818",287933,51,79963.53,72350.94,7612.58
"290435800202010","LN004",2020-10-16,"1-66970818",287955,71,63439.91,54592.03,8847.88
"290435800202010","LN005",2020-10-16,"1-66970818",287951,18,45905.54,36390.41,9515.13
"290435801202010","LN001",2020-10-17,"1-66970340",287921,27,67619.75,62664.05,4955.69
"290435801202010","LN002",2020-10-17,"1-66970340",287911,35,54166.72,52465.94,1700.77
"290435801202010","LN003",2020-10-17,"1-66970340",287843,39,65008.28,63377.67,1630.6
"290435801202010","LN004",2020-10-17,"1-66970340",287821,8,96442.21,86722.82,9719.39
"290435801202010","LN005",2020-10-17,"1-66970340",287811,4,62551.89,53529.47,9022.42
"290435801202010","LN006",2020-10-17,"1-66970340",287879,54,55645.71,47710.91,7934.8
