"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"29043569420198","LN001",2019-08-01,"1-66970646",287894,30,32218.18,24949.38,7268.8
"29043569420198","LN002",2019-08-01,"1-66970646",287685,44,55697.97,47742.2,7955.77
"29043569420198","LN003",2019-08-01,"1-66970646",287713,58,51076.88,46356.14,4720.74
"29043569420198","LN004",2019-08-01,"1-66970646",287752,29,23074.72,18291.2,4783.52
"29043569420198","LN005",2019-08-01,"1-66970646",287847,2,64285.58,56098.01,8187.57
"29043569420198","LN006",2019-08-01,"1-66970646",287979,14,79740.9,77651.37,2089.52
"29043569420198","LN007",2019-08-01,"1-66970646",287946,43,73717.23,69887.04,3830.19
"29043569520198","LN001",2019-08-04,"1-66970449",287968,5,22272.51,15905.12,6367.38
"29043569520198","LN002",2019-08-04,"1-66970449",287935,30,103806.65,94027.21,9779.43
"29043569520198","LN003",2019-08-04,"1-66970449",287957,56,52442.39,50520.64,1921.74
"29043569520198","LN004",2019-08-04,"1-66970449",287973,36,50259.07,40914.25,9344.82
"29043569520198","LN005",2019-08-04,"1-66970449",287862,21,37953.35,35427.58,2525.77
"29043569520198","LN006",2019-08-04,"1-66970449",287734,71,26316.55,21063.27,5253.28
"29043569520198","LN007",2019-08-04,"1-66970449",287698,58,74305.98,68834.25,5471.73
"29043569520198","LN008",2019-08-04,"1-66970449",287723,61,98420.48,94576.38,3844.09
"29043569620198","LN001",2019-08-05,"1-66970380",287762,72,84762.08,83933.45,828.62
"29043569620198","LN002",2019-08-05,"1-66970380",287848,41,104364.76,94729.44,9635.32
"29043569620198","LN003",2019-08-05,"1-66970380",287836,20,29994.76,24534.33,5460.42
"29043569620198","LN004",2019-08-05,"1-66970380",287816,12,75649.05,70707.78,4941.26
"29043569620198","LN005",2019-08-05,"1-66970380",287829,33,60564.71,57976.72,2587.98
"29043569620198","LN006",2019-08-05,"1-66970380",287844,5,89466.58,80669.22,8797.36
"29043569720198","LN001",2019-08-06,"1-66970418",287823,41,79029.46,73420.33,5609.12
"29043569720198","LN002",2019-08-06,"1-66970418",287822,9,88238.89,86626.97,1611.92
"29043569720198","LN003",2019-08-06,"1-66970418",287853,27,40634.12,31763.09,8871.03
"29043569720198","LN004",2019-08-06,"1-66970418",287686,72,42475.2,38443.53,4031.66
"29043569720198","LN005",2019-08-06,"1-66970418",287690,65,63846.89,61814.14,2032.75
