"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
"2904351720194","LN001",2019-04-01,"1-66970531",287817,40,43655.38,34517.88,9137.49
"2904351720194","LN002",2019-04-01,"1-66970531",287830,9,33537.93,33122.74,415.18
"2904351720194","LN003",2019-04-01,"1-66970531",287845,63,79719.63,73482.36,6237.26
"2904351720194","LN004",2019-04-01,"1-66970531",287824,1,21264.72,13557.77,7706.94
"2904351720194","LN005",2019-04-01,"1-66970531",287833,24,28174.23,23383.4,4790.83
"2904351720194","LN006",2019-04-01,"1-66970531",287796,11,42209.29,34020.82,8188.47
"2904351720194","LN007",2019-04-01,"1-66970531",287775,55,18105.03,13063.56,5041.46
"2904351820194","LN001",2019-04-02,"1-66970457",287773,67,64821.18,56345.8,8475.37
"2904351820194","LN002",2019-04-02,"1-66970457",287877,9,9965.54,5194.44,4771.09
"2904351820194","LN003",2019-04-02,"1-66970457",287783,18,46984.91,42854.95,4129.95
"2904351820194","LN004",2019-04-02,"1-66970457",287747,6,31660.56,28539.92,3120.64
"2904351820194","LN005",2019-04-02,"1-66970457",287789,8,58664.61,49548.8,9115.8
"2904351820194","LN006",2019-04-02,"1-66970457",287889,13,55108.34,53712.17,1396.17
"2904351820194","LN007",2019-04-02,"1-66970457",287800,28,30283.87,21780.71,8503.16
"2904351820194","LN008",2019-04-02,"1-66970457",287709,68,54341.27,46704.72,7636.54
"2904351920194","LN001",2019-04-03,"1-66970498",287858,58,86541.62,84870.39,1671.23
"2904351920194","LN002",2019-04-03,"1-66970498",287731,8,70802.84,68143.64,2659.2
"2904351920194","LN003",2019-04-03,"1-66970498",287695,69,54899.1,52672.93,2226.17
"2904351920194","LN004",2019-04-03,"1-66970498",287720,19,34518.17,26759.77,7758.39
"2904351920194","LN005",2019-04-03,"1-66970498",287758,16,46668.04,43806.4,2861.64
"2904351920194","LN006",2019-04-03,"1-66970498",287761,23,15278.12,7623.56,7654.56
"2904352020194","LN001",2019-04-04,"1-66970817",287817,39,98263.14,96130.3,2132.83
"2904352020194","LN002",2019-04-04,"1-66970817",287830,71,49595.57,43319.96,6275.6
"2904352020194","LN003",2019-04-04,"1-66970817",287845,42,27347.75,20947.01,6400.73
"2904352020194","LN004",2019-04-04,"1-66970817",287824,16,28887.02,26906.91,1980.11
"2904352020194","LN005",2019-04-04,"1-66970817",287833,23,79447.79,69529.65,9918.13
"2904352020194","LN006",2019-04-04,"1-66970817",287796,60,105977.57,100675.24,5302.33
"2904352120194","LN001",2019-04-07,"1-66970345",287775,15,95441.73,89409.45,6032.28
"2904352120194","LN002",2019-04-07,"1-66970345",287773,55,88183.68,85113.6,3070.08
"2904352120194","LN003",2019-04-07,"1-66970345",287877,25,12565.9,11970.19,595.7
"2904352120194","LN004",2019-04-07,"1-66970345",287783,53,75763.69,69691.22,6072.46
"2904352120194","LN005",2019-04-07,"1-66970345",287747,29,26237.58,19487.02,6750.56
"2904352120194","LN006",2019-04-07,"1-66970345",287789,8,16058.66,12889.55,3169.1
"2904352220194","LN001",2019-04-08,"1-66970663",287889,46,51359.78,45947.4,5412.38
"2904352220194","LN002",2019-04-08,"1-66970663",287800,57,35886.63,31612.11,4274.52
"2904352220194","LN003",2019-04-08,"1-66970663",287709,9,45461.46,44049.76,1411.69
"2904352220194","LN004",2019-04-08,"1-66970663",287858,49,102168.94,94394.01,7774.92
"2904352320194","LN001",2019-04-09,"1-66970370",287731,59,84339.98,78196.12,6143.86
"2904352320194","LN002",2019-04-09,"1-66970370",287695,51,88118.46,78599.94,9518.51
"2904352320194","LN003",2019-04-09,"1-66970370",287720,28,71352.96,69808.1,1544.85
"2904352320194","LN004",2019-04-09,"1-66970370",287758,54,107144.06,100867.69,6276.36
"2904352320194","LN005",2019-04-09,"1-66970370",287761,52,100463.58,98593.24,1870.33
"2904352320194","LN006",2019-04-09,"1-66970370",287817,9,36601.7,30318.19,6283.5
"2904352320194","LN007",2019-04-09,"1-66970370",287830,57,99577.93,95940.77,3637.15
"2904352320194","LN008",2019-04-09,"1-66970370",287845,67,11618.35,9228.98,2389.36
