"Invoice.Number","Line.Item","Date","Account","Product","Quantity","Gross.Value","Net.Value","VAT"
29043495,"LN001",2018-03-01,"1-66970731",287899,57,89021,74135,14886
29043495,"LN002",2018-03-01,"1-66970731",287902,57,89021,74135,14886
29043495,"LN003",2018-03-01,"1-66970731",287854,61,92945,77405,15540
29043495,"LN004",2018-03-01,"1-66970731",287687,61,92945,77405,15540
29043495,"LN005",2018-03-01,"1-66970731",287691,61,92945,77405,15540
29043495,"LN006",2018-03-01,"1-66970731",287715,61,92945,77405,15540
29043495,"LN007",2018-03-01,"1-66970731",287754,49,75233,62645,12588
29043496,"LN001",2018-03-02,"1-66970733",287717,61,86105,71705,14400
29043496,"LN002",2018-03-02,"1-66970733",287980,61,86105,71705,14400
29043496,"LN003",2018-03-02,"1-66970733",287947,61,86105,71705,14400
29043496,"LN004",2018-03-02,"1-66970733",287969,49,69458.6,57833,11625.6
29043496,"LN005",2018-03-02,"1-66970733",287936,49,69458.6,57833,11625.6
29043496,"LN006",2018-03-02,"1-66970733",287958,33,49683.94,41354.12,8329.82
29043496,"LN007",2018-03-02,"1-66970733",287806,33,49683.94,41354.12,8329.82
29043496,"LN008",2018-03-02,"1-66970733",287860,61,97067,80840,16227
29043497,"LN001",2018-03-04,"1-66970728",287732,61,97067,80840,16227
29043497,"LN002",2018-03-04,"1-66970728",287696,61,97067,80840,16227
29043497,"LN003",2018-03-04,"1-66970728",287721,61,97067.01,80840,16227.01
29043497,"LN004",2018-03-04,"1-66970728",287759,49,69458.6,57833,11625.6
29043497,"LN005",2018-03-04,"1-66970728",287974,51,41285,34355,6930
29043497,"LN006",2018-03-04,"1-66970728",287941,51,41285,34355,6930
29043498,"LN001",2018-03-05,"1-66970732",287963,51,41285,34355,6930
29043498,"LN002",2018-03-05,"1-66970732",287930,51,41285,34355,6930
29043498,"LN003",2018-03-05,"1-66970732",287952,33,49683.94,41354.12,8329.82
29043498,"LN004",2018-03-05,"1-66970732",287928,57,89021,74135,14886
29043498,"LN005",2018-03-05,"1-66970732",287866,57,89021,74135,14886
29043498,"LN006",2018-03-05,"1-66970732",287738,49,69458.6,57833,11625.6
